,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type
X339,29115,35481,29615,32956,29988.19266,32107.0129,30788.43533,31210.20669,339,HTS:COMB
X340,35227,49903,31081,37940,32802.23795,42276.64945,37739.32235,37743.86667,340,HTS:COMB
X341,29237,37621,25625,31693,28107.04822,37162.5835,31499.44492,35041.022,341,HTS:COMB
X343,40769,50751,34567,43796,39101.61815,51608.99269,42399.71565,49306.85049,343,HTS:COMB
X344,44966,67460,47673,56881,43158.05739,62113.71973,47597.36766,58073.65483,344,HTS:COMB
X346,40410,47951,40031,42006,42128.57059,46731.51171,44573.59804,45585.76038,346,HTS:COMB
X347,28933,34384,28913,31585,28186.03023,31611.61382,29504.16095,30595.05028,347,HTS:COMB
X349,52107,55413,45485,44761,53326.17139,53308.83234,53340.8098,53305.15796,349,HTS:COMB
X350,35960,49605,35460,42868,34689.31267,45432.2068,37260.22517,43156.24251,350,HTS:COMB
X351,31513,42135,28745,38664,33606.56623,38199.56254,35528.02052,37082.01996,351,HTS:COMB
X352,37548,45989,33748,37552,36408.72808,41307.9951,38956.10324,38961.33215,352,HTS:COMB
X353,46325,47529,44182,44224,50510.34199,50282.5888,50259.29178,50401.27844,353,HTS:COMB
X354,43812,57249,40633,45878,44939.2946,54498.75186,47583.43879,52445.12344,354,HTS:COMB
X355,51882,60395,48212,53601,49609.22958,57343.58169,53248.10384,53255.94904,355,HTS:COMB
X356,37087,41469,34830,38435,34351.34675,38478.15719,35645.54141,37215.20071,356,HTS:COMB
X357,42303,54973,39230,49305,38432.73219,44324.8619,44310.99544,44322.60104,357,HTS:COMB
X358,50707,65568,46154,59156,52564.60371,64050.48857,57119.1487,61302.01483,358,HTS:COMB
X359,36161,42793,37042,38237,37190.39916,40502.95649,39640.76413,39644.79303,359,HTS:COMB
X360,36782,48373,33445,41100,33404.20187,45932.98508,36307.25489,43439.9195,360,HTS:COMB
X361,31513,43967,28071,43021,31241.7507,40041.87773,33594.87218,38220.43762,361,HTS:COMB
X362,49144,61228,48612,57435,50870.33303,60675.72228,53515.34476,58218.17957,362,HTS:COMB
X363,41661,50943,37779,41770,34693.95741,46577.15263,37576.18882,44393.70862,363,HTS:COMB
X364,28652,34528,28560,34036,29156.65355,30408.82954,30404.98798,30408.20319,364,HTS:COMB
X366,30998,40848,28354,40354,30506.29201,40371.27377,32751.50898,38339.22104,366,HTS:COMB
X367,29325,40327,23561,32483,24051.78932,37140.62188,28135.41477,34330.82297,367,HTS:COMB
X368,45278,71882,45969,74290,50187.84645,66114.01913,56015.86897,62568.56618,368,HTS:COMB
X369,35080,42214,35025,38575,32847.81762,41654.70893,35154.00926,39616.67288,369,HTS:COMB
X370,42008,53633,36349,45627,34962.28689,50008.54873,40566.59825,46491.64566,370,HTS:COMB
X371,34272,46429,31744,44437,33932.20559,44363.6547,36745.54634,42263.29617,371,HTS:COMB
X372,47066,60708,42484,53491,47025.99593,58955.24884,52023.57833,56051.70267,372,HTS:COMB
X373,24698,30502,24980,27054,25521.61616,28948.06709,26551.57938,27917.58802,373,HTS:COMB
X374,39771,46389,35100,41227,34245.41444,45823.73609,36971.10624,43739.41662,374,HTS:COMB
X375,47215,64001,41928,63205,42737.43898,61302.2865,47293.47102,57270.5375,375,HTS:COMB
X376,41785,57048,37692,49780,41299.10593,53973.81993,44774.23106,51450.69263,376,HTS:COMB
X377,45047,56245,41115,53022,45046.15293,52717.07408,47232.55084,49984.12591,377,HTS:COMB
X378,36684,44634,34124,40078,38775.76172,44106.018,40124.33185,42256.28389,378,HTS:COMB
X379,20733,27639,21747,23876,17674.44032,25856.3746,20664.46827,23959.00962,379,HTS:COMB
X380,75809,91148,68163,80846,75645.43044,91340.20931,80047.37029,87501.93101,380,HTS:COMB
X381,50888,58262,45384,54356,48117.26486,57463.58696,50693.79258,55175.93506,381,HTS:COMB
X382,38794,53599,37742,50634,39134.68926,52411.88898,41883.50651,49729.32671,382,HTS:COMB
X383,93876,112228,95110,96341,92537.0961,105948.4639,95791.39071,103482.3483,383,HTS:COMB
X384,51967,61325,45295,59125,51215.66114,57476.69183,53257.96266,56023.73976,384,HTS:COMB
X386,35359,46356,32571,44769,34315.29148,47140.97062,38407.65562,44353.7454,386,HTS:COMB
X387,46585,65160,44961,62453,48275.96469,57193.64519,51133.56469,54537.59515,387,HTS:COMB
X388,50729,68035,47085,55780,54220.29398,66187.03881,58852.30582,63347.92824,388,HTS:COMB
X389,62933,75435,55840,62434,58834.14828,68659.26307,61583.62921,66118.76222,389,HTS:COMB
X390,61876,81453,56114,70620,53362.72563,77436.31939,58801.0479,73225.39136,390,HTS:COMB
X391,26858,33595,24295,34381,29464.40532,35726.75876,30834.70064,34655.83457,391,HTS:COMB
X392,35814,46682,33150,38965,38824.78234,48242.84797,41203.60079,46218.39784,392,HTS:COMB
X393,31370,38536,29027,37058,30483.60609,36061.17026,33143.80915,34670.24031,393,HTS:COMB
X394,46067,57954,45206,53041,44570.85936,55516.3132,47459.24689,53098.50689,394,HTS:COMB
X395,21143,24653,18044,22115,21333.14818,25104.61505,22093.88174,23986.73958,395,HTS:COMB
X396,54606,68568,50312,66555,53384.40279,63567.83811,59161.07604,59173.47126,396,HTS:COMB
X397,31002,40737,26382,37173,31398.14972,38066.27054,33330.47445,36594.27003,397,HTS:COMB
X398,26979,40026,27475,35757,28268.26055,36527.65267,30444.95259,34741.00464,398,HTS:COMB
X400,43359,56915,42205,55030,46048.50138,58157.64441,49144.66995,55778.60305,400,HTS:COMB
X401,38519,49074,35102,47446,38509.1269,47612.55034,41220.97355,45319.96245,401,HTS:COMB
X402,32272,38727,28741,38141,32664.00246,34670.16126,33895.30405,33872.27108,402,HTS:COMB
X403,41690,50659,37655,43301,40027.7231,46035.04186,41486.25842,44433.42903,403,HTS:COMB
X404,26841,34237,26741,34553,27726.06526,31052.23754,27778.72075,30107.37914,404,HTS:COMB
X405,20635,32470,17502,29320,19025.68003,31305.75592,22417.82379,28850.42424,405,HTS:COMB
X406,38470,49199,39036,45640,39117.67585,47177.55285,42093.41693,45649.32463,406,HTS:COMB
X408,25537,34701,25010,34748,24832.23693,30794.86712,26988.98067,29417.81048,408,HTS:COMB
X409,30724,42115,32184,40118,27565.72617,39776.51603,31766.37541,37020.84349,409,HTS:COMB
X410,30199,45137,26480,39999,33204.08828,42670.40593,36695.22706,40465.28684,410,HTS:COMB
X411,48195,64022,50609,58601,48029.73373,60657.96884,52794.68888,57690.9339,411,HTS:COMB
X414,36778,43908,38237,37249,35870.5595,43295.72965,37579.6254,41209.60159,414,HTS:COMB
X415,35669,42844,35685,37391,33959.53242,39912.41413,36072.67518,38399.8568,415,HTS:COMB
X416,62834,78204,56190,64512,59141.19096,72958.02918,62251.35533,69512.31545,416,HTS:COMB
X417,34830,45661,30839,40429,34843.38924,46610.98065,39006.9985,43920.40222,417,HTS:COMB
X418,25556,35938,22583,33639,25618.0218,34145.57171,27531.28377,32661.23161,418,HTS:COMB
X419,28254,34519,24302,30417,26604.0181,34292.97514,28703.98105,32550.5867,419,HTS:COMB
X421,56795,63242,56897,67095,54008.95722,58209.68613,55643.87248,55591.00573,421,HTS:COMB
X422,25482,30485,21177,23196,24904.58632,27976.5913,26585.21948,26586.70851,422,HTS:COMB
X423,81096,89292,79174,74966,77704.40014,84550.32191,77139.52645,80122.53759,423,HTS:COMB
X424,40149,45802,34648,38244,38962.19269,48494.71077,43146.83262,46147.32883,424,HTS:COMB
X425,16894,19315,15628,19170,17974.39921,21025.05705,18712.82885,20465.22439,425,HTS:COMB
X426,25234,33037,22873,28999,26133.60636,31784.22282,27578.31326,30708.65268,426,HTS:COMB
X431,52108,65314,47652,54974,52096.46549,62968.98964,54989.5058,61496.87981,431,HTS:COMB
X432,60378,76447,63791,71751,62976.98595,70816.87824,64992.60029,69038.76612,432,HTS:COMB
X433,34249,46080,34745,40105,30519.293,38558.46192,32034.7221,36065.64358,433,HTS:COMB
X435,15909,19636,15119,16581,16960.08538,20268.53953,17609.66223,19746.40311,435,HTS:COMB
X436,30890,36690,26695,33552,28815.85502,34314.39527,30223.39813,33131.66151,436,HTS:COMB
X437,39900,49552,38009,47403,40664.99345,41414.29342,42592.55054,42546.27257,437,HTS:COMB
X438,29547,36834,25033,34726,27338.42223,37512.00255,30943.68206,35184.23625,438,HTS:COMB
X439,34894,47790,33053,40433,36225.73146,47535.00775,38946.66104,45235.44189,439,HTS:COMB
X440,29941,35606,26400,34581,27229.66698,34493.64353,29174.63253,32815.74713,440,HTS:COMB
X441,36631,42146,30475,35830,36180.10629,43370.4007,38653.04828,41747.8443,441,HTS:COMB
X442,23074,31640,21784,32403,22738.03511,29404.75347,24573.4555,28064.73991,442,HTS:COMB
X443,27154,35131,25923,32550,28021.77119,31592.99972,30418.27013,30422.84102,443,HTS:COMB
X444,67370,76919,62744,68279,67248.67708,70578.9481,70277.58362,70203.20611,444,HTS:COMB
X445,49388,55283,46404,49404,48020.89664,51525.34042,48862.28985,50306.42588,445,HTS:COMB
X446,22900,30181,21197,31528,25438.16365,31005.13051,26738.97569,30008.01651,446,HTS:COMB
X447,31673,35934,27114,26337,28400.45405,33241.48074,29803.69128,31695.67906,447,HTS:COMB
X448,45255,55308,41534,46728,45806.55495,54066.73911,48191.60546,52090.35518,448,HTS:COMB
X449,52613,70210,55694,66478,61311.72659,67119.84971,65356.27238,65369.96793,449,HTS:COMB
X450,45612,60829,48872,61572,43969.80736,56816.55482,46766.33554,53523.61016,450,HTS:COMB
X451,29540,38092,30593,32964,28233.53823,35782.50475,30311.84403,34276.24517,451,HTS:COMB
X452,23544,33613,22774,33460,23027.20635,32074.02626,25207.66088,29757.10806,452,HTS:COMB
X453,68516,76914,76366,80155,61977.99803,69823.70952,60045.02431,64704.22905,453,HTS:COMB
X454,31089,41368,28189,39779,27544.98381,38146.28999,29847.37215,36343.52489,454,HTS:COMB
X455,50535,52056,41134,46782,43705.51033,48682.25952,43367.289,49102.11964,455,HTS:COMB
X456,30409,38117,25658,34517,31825.93242,39069.90865,33841.98785,37354.26218,456,HTS:COMB
X458,39550,51795,45534,43760,38243.8061,48298.40013,40798.33707,46189.85899,458,HTS:COMB
X459,47835,63968,41724,61490,45680.94869,59489.48689,49511.10353,56175.67026,459,HTS:COMB
X460,18908,25854,19400,26624,17251.28507,25360.38296,18979.28909,23599.41865,460,HTS:COMB
X461,25509,29714,23398,30442,24978.2627,29240.74891,26805.13228,28300.58449,461,HTS:COMB
X462,24502,26914,23753,28615,24920.21572,30517.01345,26479.58801,29213.71793,462,HTS:COMB
X463,31570,39318,27243,30854,31724.8952,38558.95843,33445.48691,36726.36015,463,HTS:COMB
X464,59201,70404,58558,59418,58362.37857,65978.30499,60183.21811,63789.63097,464,HTS:COMB
X465,41346,56460,43438,49920,40988.10516,51328.2653,43923.94311,49105.41108,465,HTS:COMB
X466,39394,51245,33316,44861,37476.67969,50416.27219,40625.60016,47657.82551,466,HTS:COMB
X467,77896,87564,67454,73051,72950.93104,82588.98198,75769.47457,79571.36731,467,HTS:COMB
X468,34052,41103,32814,44479,35088.21314,39261.26549,37249.03298,38719.39981,468,HTS:COMB
X469,59750,79722,52816,71969,59182.22847,77705.07639,63741.87278,73510.2655,469,HTS:COMB
X470,62091,79191,57430,69820,68868.85509,78366.8074,72643.83069,76656.41409,470,HTS:COMB
X472,30426,36735,25905,30382,26484.61179,33280.11137,27856.16329,32186.3323,472,HTS:COMB
X473,16422,22886,15422,20415,18224.80528,22322.45179,19325.21922,21518.54761,473,HTS:COMB
X474,39835,49003,35029,45582,39765.22302,45538.75958,43737.47231,43710.95369,474,HTS:COMB
X475,31656,41308,30856,35515,33321.6403,40486.96232,35134.2765,39001.64354,475,HTS:COMB
X476,31939,39235,28753,37743,28967.6278,37570.58602,31290.65105,35703.22569,476,HTS:COMB
X478,36680,46390,32295,42703,33548.8059,43161.47102,37498.1302,40834.87535,478,HTS:COMB
X479,62207,72279,57897,77872,59745.78429,69691.92373,62388.0009,67211.62389,479,HTS:COMB
X480,25098,30608,23300,28958,24791.16545,31851.3038,26637.0717,30347.15047,480,HTS:COMB
X481,30548,39132,30193,36220,30064.23206,36048.59009,32730.39546,34567.66537,481,HTS:COMB
X482,41226,51081,37877,48018,43785.65117,50075.7406,46396.47742,49343.91074,482,HTS:COMB
X483,25117,32220,22563,30480,24846.57265,31643.55537,26799.50054,30032.60031,483,HTS:COMB
X484,43665,51336,42150,41955,42491.99484,47827.98388,44924.58943,44929.38032,484,HTS:COMB
X486,22197,28565,20303,27423,21925.65494,28615.86788,24350.57526,27069.84232,486,HTS:COMB
X487,36875,48802,37639,45750,38226.01148,45072.98905,40993.15692,43323.79355,487,HTS:COMB
X488,20332,26306,17831,19871,18886.41537,24090.64965,20028.04586,22617.60908,488,HTS:COMB
X489,35972,51917,33542,51792,31769.4789,50478.34416,36308.59796,46714.13822,489,HTS:COMB
X491,33695,46791,35345,46632,36587.07922,44786.78396,38967.75041,42993.9895,491,HTS:COMB
X493,46183,56948,42833,49932,44239.74698,58407.94518,49320.72353,55148.93941,493,HTS:COMB
X494,49497,57274,42296,52151,48237.28512,60119.8126,50954.86396,58028.01038,494,HTS:COMB
X495,26283,40274,26089,36984,25898.68848,34982.64976,28920.94878,32965.72466,495,HTS:COMB
X496,38227,51907,36185,45805,40099.7976,52915.3135,44407.93737,50055.17672,496,HTS:COMB
X497,46710,56102,47730,54045,49309.59005,53516.02417,52552.28949,52557.21661,497,HTS:COMB
X499,28319,36068,28820,36149,30940.5994,36228.22775,32132.70533,35305.93289,499,HTS:COMB
X502,52598,68567,54188,63491,56187.1909,66878.51641,58774.5069,64915.95515,502,HTS:COMB
X503,33331,47105,33618,45993,35716.85564,44119.07461,38759.13152,42178.2273,503,HTS:COMB
X504,37177,45538,36182,38250,34266.22447,42334.10164,36096.37944,40920.3506,504,HTS:COMB
X505,23577,30360,23033,32100,24805.63127,30175.7921,25898.78893,28893.26535,505,HTS:COMB
X506,36508,46350,33206,46741,38776.4134,47279.80967,41757.59938,45343.63834,506,HTS:COMB
X507,43637,55748,40687,48637,44440.38399,55085.53946,47498.79864,52660.95664,507,HTS:COMB
X508,37107,48241,34062,45170,36114.50245,46928.04,41209.11122,44234.082,508,HTS:COMB
X509,30133,41808,30896,39017,29785.68541,39837.18215,32348.14501,37818.03877,509,HTS:COMB
X510,43002,52186,41099,48488,41851.33897,51876.04429,44711.02542,49326.36898,510,HTS:COMB
X511,31700,36916,34029,32689,31596.69004,35459.1478,32594.13342,34329.10761,511,HTS:COMB
X513,95608,115381,88531,93565,92967.94782,110088.5776,97152.70226,106924.8068,513,HTS:COMB
X515,47559,58847,41232,51410,50132.13517,57762.32296,52167.27081,55641.16037,515,HTS:COMB
X516,29446,39080,27272,37338,32469.61237,38550.30298,34432.26495,37109.36517,516,HTS:COMB
X517,31405,43426,31657,40657,30846.44523,39049.64599,31295.71228,36816.96367,517,HTS:COMB
X519,27168,38147,27237,35236,28577.08017,32266.11191,30853.5076,30831.96695,519,HTS:COMB
X520,24226,28962,24700,25379,20851.45102,23963.88986,23291.79926,22912.28865,520,HTS:COMB
X521,26585,36549,28444,32310,26776.92741,33648.89067,28207.99235,31165.44766,521,HTS:COMB
X523,74753,90240,70826,72045,77496.31698,84564.97168,79544.38697,82535.34183,523,HTS:COMB
X524,48565,59832,46441,55428,48641.02876,55143.70148,50521.27848,52761.73804,524,HTS:COMB
X525,52783,61533,52169,52224,52339.15498,60132.89849,54870.08748,58460.63627,525,HTS:COMB
X526,56854,72081,48557,65851,52486.47032,68394.82738,57189.08272,64914.11678,526,HTS:COMB
X527,61272,66119,51811,61074,59689.84603,67657.41967,62155.00321,65355.26645,527,HTS:COMB
X528,54089,68926,53719,65126,49285.82773,70382.24732,56236.96222,65721.00724,528,HTS:COMB
X529,43890,55836,42158,47386,42515.84451,52010.61945,44880.88558,49209.54244,529,HTS:COMB
X530,45490,51666,54945,52680,46239.54209,49034.75402,42341.55357,43765.14622,530,HTS:COMB
X531,30588,35148,26148,25809,28993.13411,31198.70513,29707.18977,30373.30138,531,HTS:COMB
X532,60672,65138,56870,56234,62732.41581,69604.96898,64263.13402,68414.54058,532,HTS:COMB
X533,59972,70937,51965,71939,57459.5275,66693.54671,60194.91843,64506.70453,533,HTS:COMB
X535,44723,53051,39539,46253,41003.99787,51240.85621,43916.68571,49156.49225,535,HTS:COMB
X536,43829,52098,38998,52268,43058.20211,51932.3621,45902.00147,49690.13189,536,HTS:COMB
X537,29336,37517,32606,40661,31144.53877,39344.64012,33057.63411,37877.61385,537,HTS:COMB
X538,21984,26596,19086,21838,19869.55152,24921.79774,21101.84679,23492.73144,538,HTS:COMB
X541,33405,45214,31093,43038,36671.91383,45086.44733,38639.40486,42569.27495,541,HTS:COMB
X543,11872,19518,11139,18379,12729.04625,18658.78277,14414.87852,17452.48264,543,HTS:COMB
X544,67475,90567,64455,82858,68394.0593,84301.3299,75333.32489,80390.03491,544,HTS:COMB
X545,53350,74017,50062,68137,50145.65741,73922.44251,58304.93117,68562.69926,545,HTS:COMB
X546,91254,96360,82389,71901,75194.16646,90839.40532,78877.66309,87069.69614,546,HTS:COMB
X548,27033,34405,23699,27638,28169.59165,33214.39081,27683.36698,32808.05343,548,HTS:COMB
X549,27470,30855,24980,25891,26833.1819,30156.74517,27776.96409,29152.82235,549,HTS:COMB
X550,25380,35475,27763,31160,37966.87705,39365.20813,40702.96209,41321.40569,550,HTS:COMB
X551,37297,44075,31969,37715,34312.72726,40759.55568,33692.44572,43795.79298,551,HTS:COMB
X552,33500,55152,36824,51850,33875.94522,52623.51812,39036.17203,48882.96241,552,HTS:COMB
X553,38441,48610,42315,43572,40545.24756,45154.40233,41807.2311,43783.90435,553,HTS:COMB
X554,31797,35685,31918,30937,29784.36949,32195.63534,30411.7503,31106.75966,554,HTS:COMB
X556,37245,48358,34244,42886,36417.85594,46840.27695,40438.55722,44370.69436,556,HTS:COMB
X557,21092,27182,17839,25243,22797.21715,27257.53603,24116.52906,26288.82523,557,HTS:COMB
X558,17833,22948,17304,19492,15768.57897,20411.05254,16743.8444,19640.58006,558,HTS:COMB
X559,30401,38522,27744,40742,27529.79943,38096.77848,31535.76739,35609.48188,559,HTS:COMB
X560,78283,102403,73752,83200,80713.35699,92126.78177,83967.80597,87798.16094,560,HTS:COMB
X561,37192,44786,35376,42382,34678.61665,43955.57569,37254.53988,41883.78118,561,HTS:COMB
X562,116764,126637,114281,114498,119441.2752,128430.083,123509.3484,126832.2684,562,HTS:COMB
X563,23742,27719,20633,24678,29015.28881,32249.10902,30909.3956,32177.54363,563,HTS:COMB
X564,32017,39352,29343,31698,31928.77786,38461.19819,34900.52821,36841.62367,564,HTS:COMB
X565,33304,41858,31654,39541,34678.5944,43520.29562,37260.7642,41574.83092,565,HTS:COMB
X566,29246,37009,26124,30428,28114.64522,36438.02379,30172.6043,34749.11337,566,HTS:COMB
X567,24852,32553,23633,32879,27343.39588,32182.62482,29288.51542,31018.13616,567,HTS:COMB
X568,28753,33531,29271,31374,28564.74196,33270.99913,29946.98775,32079.85056,568,HTS:COMB
X569,26499,27318,24607,23373,24529.37178,27441.71736,25052.26239,27070.91441,569,HTS:COMB
X570,20027,26098,18319,24020,21629.44084,26441.02419,23606.31295,25276.4091,570,HTS:COMB
X572,36956,44491,32218,40244,34117.92906,42890.12396,37889.91189,40740.3928,572,HTS:COMB
X574,47423,63814,47719,59919,43222.22211,58013.71875,46512.52573,54735.3932,574,HTS:COMB
X576,34418,47444,29138,39951,33672.49553,47036.12511,36442.53529,44337.31338,576,HTS:COMB
X577,26844,34318,24924,27936,25359.32394,30777.60595,28841.3529,28843.35497,577,HTS:COMB
X578,67448,79549,68182,75517,56416.49055,71231.2821,57336.52948,66011.30038,578,HTS:COMB
X579,40732,53124,37679,45458,42615.2006,51443.83533,45972.74463,49360.91561,579,HTS:COMB
X580,57271,63578,52231,50890,57924.35026,60900.46941,60032.80037,59695.30612,580,HTS:COMB
X581,23681,36837,22905,35039,26106.17904,34075.21718,28735.86636,32313.13943,581,HTS:COMB
X582,30467,40929,31253,38866,37688.998,42474.96529,39526.23859,41771.60052,582,HTS:COMB
X583,22413,28337,20180,26511,21740.11739,27481.74781,23271.95573,26208.93483,583,HTS:COMB
X584,25774,32219,26003,30328,26405.39888,31126.49117,27973.57281,29988.2589,584,HTS:COMB
X585,25829,35630,23101,30393,24515.00349,32386.38571,26568.70918,31982.07316,585,HTS:COMB
X586,84383,96502,76286,88658,85600.25771,94185.3889,88285.91423,91660.42034,586,HTS:COMB
X588,34411,43220,32254,37161,34568.46414,39535.84195,35884.31596,37793.30227,588,HTS:COMB
X589,30164,33860,24802,35251,25215.74541,32424.0042,27403.98215,30764.04838,589,HTS:COMB
X590,27845,34560,28777,31036,27383.34294,33423.16165,28700.25118,31888.87392,590,HTS:COMB
X591,31282,37733,31348,37867,30435.76758,34639.99706,31769.11087,33545.77748,591,HTS:COMB
X592,23390,27069,19502,24912,22945.1256,27955.08748,24382.93361,26748.96761,592,HTS:COMB
X593,55577,66213,50936,56075,52057.3027,58391.99604,55281.09558,55289.4711,593,HTS:COMB
X594,24594,27726,22463,24585,21983.24128,26916.66477,24151.55601,25701.40103,594,HTS:COMB
X595,83782,93451,66842,81036,77549.1714,95491.58449,82406.80212,91340.4848,595,HTS:COMB
X596,26805,33372,27411,29747,25358.03328,30244.47485,26068.0219,28689.37794,596,HTS:COMB
X597,28128,33651,28984,32870,28507.41517,31416.74751,29623.7257,30767.97349,597,HTS:COMB
X599,55241,66397,49073,53858,51612.58008,61202.03159,53812.68679,59154.37329,599,HTS:COMB
X600,38924,51080,34994,48666,37338.36712,47199.20857,40599.78445,44507.64248,600,HTS:COMB
X601,25238,32754,25636,28735,24955.44887,30996.21112,26465.2062,29603.74892,601,HTS:COMB
X602,34009,43219,34829,37764,33981.64412,39956.12055,35901.59342,38619.82918,602,HTS:COMB
X603,34644,47580,35573,45268,38966.26338,47413.06939,40952.72068,45271.6739,603,HTS:COMB
X605,37861,53382,37985,47423,37308.04063,46285.67623,39680.67206,44391.85022,605,HTS:COMB
X606,30768,37993,27998,33929,30407.52206,36709.54955,32169.59705,35340.30344,606,HTS:COMB
X607,17203,27071,15780,25465,19198.1905,24859.38214,21329.1632,23530.50691,607,HTS:COMB
X608,45868,64129,45278,64747,48198.62769,62525.31732,51949.61269,59403.01187,608,HTS:COMB
X609,26940,30643,23819,27048,24400.44664,30789.81554,26064.57613,29559.02484,609,HTS:COMB
X610,20199,27687,18668,23855,21013.90472,26468.56844,22927.9985,25226.097,610,HTS:COMB
X613,32919,39276,31528,35777,35696.3924,40672.43649,37372.25147,40051.00661,613,HTS:COMB
X614,40206,41105,35472,37098,36873.97042,42051.30382,38192.44946,38196.86625,614,HTS:COMB
X615,47478,62302,47221,55958,50667.94975,60361.86749,53493.46653,58420.37876,615,HTS:COMB
X616,44564,51555,39347,45773,43339.4799,53587.36208,46430.13358,51085.42097,616,HTS:COMB
X617,37724,44589,31812,40573,34187.47133,40676.01025,36100.19262,39161.6015,617,HTS:COMB
X618,39976,50907,40311,43977,36842.22177,46762.23383,39585.01174,44469.91351,618,HTS:COMB
X621,32190,40588,27625,33184,28940.8593,38379.7521,31300.55164,36378.27686,621,HTS:COMB
X622,23992,29414,22735,27423,22911.20372,28225.9626,23798.37388,26458.44594,622,HTS:COMB
X623,32362,41575,33410,40558,39430.94275,41020.6566,40735.6148,40791.20151,623,HTS:COMB
X624,36489,43628,33306,40556,38282.21341,42158.3185,40663.19048,40667.11651,624,HTS:COMB
X625,32422,40329,28945,37000,32234.17592,39558.08664,34310.31162,38070.18488,625,HTS:COMB
X626,49891,64629,43517,62203,47161.32621,59534.21365,50684.29638,56818.98141,626,HTS:COMB
X627,34579,45825,38501,42323,32633.86864,42875.1441,35119.26831,40861.06779,627,HTS:COMB
X628,31668,38443,28796,38329,28572.85791,40255.01558,34292.54372,37336.06107,628,HTS:COMB
X630,32005,37989,30401,38088,34760.89831,40722.19436,37777.7471,40238.16938,630,HTS:COMB
X631,30513,37535,26851,31052,29373.79088,37006.3716,31485.69383,35478.50593,631,HTS:COMB
X632,41813,50546,38349,41545,39340.60834,49075.22179,41978.51276,46917.48894,632,HTS:COMB
X634,35057,46742,31786,43510,34810.27729,43907.74956,37361.05631,41963.37245,634,HTS:COMB
X635,29041,40874,27195,40911,27283.30263,39841.43762,30174.73178,37246.54157,635,HTS:COMB
X639,22112,27851,20230,26645,24414.52768,29664.85938,25935.6449,28574.70327,639,HTS:COMB
X640,62545,79095,58463,66128,58917.18409,77912.85393,63873.8542,73924.27558,640,HTS:COMB
X641,25097,34955,24416,32740,30785.24997,34987.1886,32326.54314,34195.42177,641,HTS:COMB
X642,16933,20966,16280,18087,20050.38322,21761.10102,20792.18603,21449.04037,642,HTS:COMB
X643,42582,51979,37228,47857,40786.74744,51341.11935,43839.08931,48533.39069,643,HTS:COMB
X645,52398,69854,51034,80563,54136.79116,67726.18906,57227.92053,65336.99624,645,HTS:COMB
X647,30997,41237,26948,37678,27454.6698,38621.24487,30300.63681,35962.03107,647,HTS:COMB
X648,34164,46539,31489,35924,33902.90794,41351.8893,36175.77465,39764.01789,648,HTS:COMB
X649,17477,24681,16117,22856,18638.03594,24312.289,19473.11358,23004.58885,649,HTS:COMB
X651,38055,46590,36248,40712,42374.009,45604.431,44166.58564,44170.14131,651,HTS:COMB
X652,34896,46140,32226,46163,33390.78912,44483.74449,37441.26958,41912.13702,652,HTS:COMB
X653,30291,37653,28445,36562,31513.02882,35855.47701,34228.57761,34233.15662,653,HTS:COMB
X654,35994,44718,30792,43287,32926.76422,43102.63616,36884.33755,40682.25715,654,HTS:COMB
X655,43497,57667,38396,54786,47897.78797,55684.94025,51267.21136,54091.04269,655,HTS:COMB
X656,16812,21684,16257,19595,16520.08,21309.6002,18234.0266,20208.97868,656,HTS:COMB
X657,28764,37369,25236,35394,32011.81883,40275.19635,34109.19656,38712.08925,657,HTS:COMB
X658,29850,40842,27788,33046,29845.09376,38557.72062,32671.06093,36686.70104,658,HTS:COMB
X659,27536,35674,27488,32058,29642.31768,34998.1734,32805.52483,32811.70165,659,HTS:COMB
X661,39182,49291,40120,35440,39074.91904,44303.36093,40084.80396,43487.32157,661,HTS:COMB
X662,38972,51584,31712,48112,38294.96997,58347.9919,43729.96768,54047.86416,662,HTS:COMB
X663,32185,40288,35266,37669,35457.54273,38298.39091,36133.18468,37892.72443,663,HTS:COMB
X664,26598,35574,24510,33918,25850.25027,34334.61315,28091.83575,32578.72606,664,HTS:COMB
X665,40549,53093,40698,49812,42626.84083,49445.15965,46193.53172,47745.5865,665,HTS:COMB
X666,32804,49347,35824,52646,34160.21395,48439.80198,37369.71904,45524.27269,666,HTS:COMB
X667,45495,60732,40409,53936,45764.6648,53511.07265,51092.77367,51103.19492,667,HTS:COMB
X668,48193,60747,43985,52637,45092.08898,57782.9776,47985.72407,55121.2941,668,HTS:COMB
X672,45280,53999,43621,48167,48395.86231,53948.93543,51266.8269,51221.97015,672,HTS:COMB
X673,41325,53679,42415,55411,40217.80505,49239.74511,43040.33244,46904.07028,673,HTS:COMB
X674,41821,49710,37819,50034,44501.7461,49663.68014,43913.16637,47311.94008,674,HTS:COMB
X675,18179,26269,16010,23477,19578.54917,23738.81684,21115.8378,22769.54112,675,HTS:COMB
X676,61965,69670,63498,58869,68182.89979,71469.98599,67190.70502,70031.99362,676,HTS:COMB
X678,37942,49113,35776,45442,38584.55626,49347.44339,42819.85076,47087.44071,678,HTS:COMB
