,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,W-131,W-132,W-133,W-134,sMAPE
X211,78447,95076,69610,83706,70687.38986,92406.85496,64233.57359,93354.73634,211,SVD:AutoArima,0.104061983,0.028473484,0.080338955,0.108987871,8.046557311
X212,24395,32127,22601,26498,21392.13148,29034.00589,20577.85924,32658.08099,212,SVD:AutoArima,0.131166484,0.101142683,0.093709783,0.208265351,13.35710751
X213,41594,57639,40949,51682,44425.84682,59527.56317,44330.26991,58028.89362,213,SVD:AutoArima,0.065841708,0.032237238,0.079298754,0.115702159,7.326996455
X214,47680,58831,46679,51957,48449.9296,61140.48871,49721.7859,62552.84228,214,SVD:AutoArima,0.01601852,0.038500626,0.063127824,0.185064307,7.567781904
X216,34649,42809,32682,41212,34095.15916,41726.60559,33832.53254,46091.77503,216,SVD:AutoArima,0.016113102,0.025608012,0.034594922,0.111788408,4.702611133
X217,27860,34547,23883,27511,25255.92839,30079.72145,23116.60521,35077.412,217,SVD:AutoArima,0.09805238,0.138248652,0.032612818,0.241783159,12.76742524
X219,16751,19446,16731,18287,16516.48352,20497.01899,14727.24371,20197.41574,219,SVD:AutoArima,0.014098841,0.052625916,0.127391491,0.099282564,7.334970326
X220,25258,33550,22949,27720,23316.9676,30403.77278,22434.43849,31161.31265,220,SVD:AutoArima,0.07991904,0.098390668,0.02267618,0.116889807,7.946892404
X221,35450,42344,31141,37378,28898.02679,37884.15844,29597.96408,42834.86604,221,SVD:AutoArima,0.203641775,0.111178959,0.050808766,0.13605962,12.54222802
X222,25900,33247,23288,28735,26000.20356,33984.85906,23060.35515,36483.00217,222,SVD:AutoArima,0.003861394,0.021949685,0.009823212,0.237603174,6.830936613
X223,38108,45778,35410,42892,36482.28162,45633.26564,35592.8271,49509.72044,223,SVD:AutoArima,0.043590622,0.003166664,0.005149854,0.143238035,4.878629365
X224,38660,50452,37988,47773,38335.43803,50008.19461,38290.02959,53102.63344,224,SVD:AutoArima,0.008430681,0.008835448,0.007919177,0.10566741,3.271317855
X225,28125,36882,27294,37950,25448.22996,32648.14137,25202.26557,35904.76742,225,SVD:AutoArima,0.099929388,0.121784842,0.07969079,0.055385255,8.91975687
X226,36244,44159,34776,39916,32606.77735,43718.46177,28737.199,43084.95916,226,SVD:AutoArima,0.105655238,0.010026194,0.190158931,0.076359579,9.554998552
X227,34089,38909,28048,34702,33224.744,40928.86528,33298.68413,44391.58444,227,SVD:AutoArima,0.025678441,0.050599181,0.171180699,0.245015686,12.31185017
X228,45695,52708,40555,46781,44243.38171,55396.18935,41707.5589,54647.92534,228,SVD:AutoArima,0.032280285,0.049733306,0.02802147,0.15512193,6.628924762
X229,46283,60050,45116,56764,46756.6718,58252.62443,41044.97253,63449.32972,229,SVD:AutoArima,0.010182147,0.030386064,0.094498178,0.111224433,6.157270557
X230,44412,52538,37619,41685,39411.69717,49053.98283,36779.39571,58517.72325,230,SVD:AutoArima,0.119305232,0.068588427,0.022570494,0.335973369,13.66093808
X232,20338,26686,20025,24497,19566.77601,24900.00864,17181.82074,24805.47566,232,SVD:AutoArima,0.038653217,0.069243247,0.152831078,0.012513597,6.831028477
X233,54440,61104,55686,59941,50935.05911,60451.68726,45749.51683,63238.03557,233,SVD:AutoArima,0.066523159,0.010732739,0.195917238,0.053532414,8.16763876
X234,53784,69202,43108,60727,55799.63699,75076.2444,51921.91686,78410.22754,234,SVD:AutoArima,0.036787189,0.081429386,0.185497729,0.254183986,13.94745723
X235,24921,36290,27205,34738,25714.40763,36204.89011,23837.80527,40699.77252,235,SVD:AutoArima,0.031338056,0.002348025,0.131936116,0.158058021,8.092005442
X236,41103,49499,36650,43908,38021.92722,45325.24316,33946.32927,52195.1081,236,SVD:AutoArima,0.077878689,0.08803143,0.076595221,0.172462853,10.37420481
X237,28773,30829,23726,23600,26441.39935,29386.57831,23053.17159,29634.74074,237,SVD:AutoArima,0.084456253,0.047908589,0.028766153,0.226721898,9.696322345
X238,37126,44943,35044,44318,37077.10487,45866.8704,35769.82199,49923.30673,238,SVD:AutoArima,0.001317873,0.020347356,0.020499444,0.118956473,4.028028659
X239,26886,35157,24023,30730,27519.60436,36282.27957,27150.91128,37163.666,239,SVD:AutoArima,0.023291878,0.031503105,0.122246324,0.189521833,9.164078514
X240,27702,32039,22320,25414,25489.89585,32124.27039,24234.41301,33515.84553,240,SVD:AutoArima,0.08317448,0.002657919,0.082244105,0.274965782,11.07605716
X241,33898,42276,33572,36398,35141.53607,44737.23929,33243.14621,43395.87772,241,SVD:AutoArima,0.036023883,0.056571605,0.00984369,0.175398863,6.945951009
X242,20009,29440,18721,26332,19228.5999,26584.80555,17246.82592,29665.40859,242,SVD:AutoArima,0.039778177,0.101926082,0.08197182,0.119055816,8.568297376
X244,22687,39111,22523,33854,23965.29134,37428.91131,25659.61794,37764.65982,244,SVD:AutoArima,0.054800796,0.043953244,0.130197074,0.109207847,8.45397401
X245,53382,63314,54972,51773,50332.67048,57860.24485,45955.88751,63645.61197,245,SVD:AutoArima,0.058802279,0.090015088,0.178664445,0.205731325,13.33032842
X246,39161,50917,36132,41538,34191.65285,43563.77427,33555.27949,48027.24987,246,SVD:AutoArima,0.135491954,0.155655493,0.073950957,0.144905527,12.75009828
X247,40743,56544,38806,54194,40553.65671,51692.08158,35720.31679,54779.21889,247,SVD:AutoArima,0.004658083,0.089654362,0.082807882,0.0107406,4.696523174
X248,44647,51231,43504,44929,37080.70026,45814.91477,37904.71246,54059.96665,248,SVD:AutoArima,0.185158758,0.111619026,0.137559909,0.184484533,15.47055565
X249,29031,37652,27060,30579,26250.1868,33768.78476,24366.15446,38622.32664,249,SVD:AutoArima,0.100606132,0.108741881,0.104765584,0.232461631,13.66438071
X250,42887,61455,43761,61264,45747.32049,58593.37893,41658.35988,59202.42919,250,SVD:AutoArima,0.064542053,0.047674464,0.049230997,0.034226478,4.891849799
X251,101548,117283,94252,102901,101449.4757,124988.6426,101207.8461,121305.4532,251,SVD:AutoArima,0.000970695,0.063611593,0.071174169,0.164174161,7.49826547
X252,51461,68246,49344,67213,50836.25377,67279.52598,49108.99201,73245.31736,252,SVD:AutoArima,0.01221433,0.014262612,0.004774014,0.085894769,2.928643148
X253,26835,37344,24775,38891,26572.105,37656.34646,25794.43279,39702.40455,253,SVD:AutoArima,0.009844945,0.0083292,0.040318142,0.020648159,1.978511156
X254,16328,20582,16035,19531,15569.07711,21432.87149,15616.14298,19081.47321,254,SVD:AutoArima,0.047585733,0.040503348,0.026467102,0.02328402,3.446005071
X255,32524,40804,29764,39732,32849.28488,41315.08453,32537.60497,43109.30142,255,SVD:AutoArima,0.009951615,0.0124474,0.089037994,0.081536658,4.824341662
X256,41973,52604,36619,51787,40734.83741,51807.76649,40616.86368,54943.41852,256,SVD:AutoArima,0.029940635,0.015251797,0.103523506,0.059147496,5.196585838
X257,26689,34955,24241,29579,22844.46489,28975.79451,22014.30054,33993.94769,257,SVD:AutoArima,0.155229808,0.187052438,0.096278672,0.138893912,14.43637074
X259,86008,89542,83534,79446,82657.50909,97883.64405,80383.95972,95942.29243,259,SVD:AutoArima,0.039729414,0.089012836,0.038434352,0.188111672,8.882206834
X260,36983,40335,34766,31938,32745.07207,37681.52501,30009.487,39992.48563,260,SVD:AutoArima,0.121555861,0.068023409,0.146861513,0.223951932,14.00981788
X261,58916,85357,52827,75829,53539.46755,79105.92907,56546.54909,82801.42707,261,SVD:AutoArima,0.09562065,0.076017993,0.068015514,0.087907814,8.189049299
X262,143534,160583,139949,146242,119096.6732,148239.0193,112625.9248,146860.7176,262,SVD:AutoArima,0.186096517,0.079942361,0.216356198,0.004221848,12.16542311
X264,33643,47490,31895,40431,30820.30102,42482.03577,27716.37675,47013.88511,264,SVD:AutoArima,0.087575378,0.111322683,0.140195495,0.150560781,12.24135846
X265,27473,36170,25738,35392,25467.75009,33035.76165,24907.98788,39302.84603,265,SVD:AutoArima,0.075754496,0.090577382,0.032777014,0.104715285,7.595604395
X266,23010,26840,21596,24682,19414.3523,24341.72776,21032.78031,23902.93678,266,SVD:AutoArima,0.169508667,0.097623599,0.026424387,0.032070155,8.140670191
X267,54841,58356,53310,62985,43431.00041,52482.47212,39812.57329,55892.02579,267,SVD:AutoArima,0.232212625,0.105983559,0.289885175,0.119332969,18.68535819
X268,24423,31333,22296,28432,30003.50523,29458.405,21359.29731,36029.931,268,SVD:AutoArima,0.20506572,0.061673028,0.042913587,0.235733894,13.63465569
X269,38693,51261,33922,49332,44392.29904,69869.15885,40409.40899,52490.62423,269,SVD:AutoArima,0.137191515,0.307242375,0.17455364,0.062041698,17.02573069
X270,56160,63311,53637,53027,49460.19002,61299.70256,48198.94804,70318.19335,270,SVD:AutoArima,0.126866085,0.032281295,0.106800242,0.280370769,13.65795977
X271,35677,56543,33437,55321,38476.51355,52604.18108,37243.47678,53108.78425,271,SVD:AutoArima,0.075505891,0.072174451,0.107709426,0.040804577,7.40485861
X272,29590,43732,29439,42022,29847.81985,38039.1134,28167.52593,43851.27536,272,SVD:AutoArima,0.008675279,0.139239552,0.044143404,0.042604066,5.866557544
X273,39149,50252,35808,46078,38970.08204,51655.34141,38808.81675,55108.25544,273,SVD:AutoArima,0.004580647,0.027541517,0.08043272,0.178487788,7.276066788
X274,39043,42909,40325,37210,29713.13279,39892.4454,34563.93785,46924.33956,274,SVD:AutoArima,0.27139011,0.072862366,0.153856159,0.230924486,18.225828
X276,19681,24577,17637,23232,17533.5031,21481.874,17068.54519,24618.5845,276,SVD:AutoArima,0.115411827,0.134398683,0.032758731,0.057954757,8.513099953
X278,40676,50075,35213,41249,34516.71821,42626.90185,31606.20867,51821.48872,278,SVD:AutoArima,0.16382655,0.16068922,0.107956721,0.227193149,16.49164099
X280,34025,41420,34665,39647,31060.80925,38514.74458,29210.83865,41379.9826,280,SVD:AutoArima,0.091085623,0.072690679,0.170773847,0.042775445,9.43313984
X281,35082,41065,29228,35315,29105.59369,38446.30372,29602.00249,40280.33363,281,SVD:AutoArima,0.186216867,0.065869786,0.012714686,0.131366141,9.904186997
X282,24803,30214,22314,23874,22943.84218,29396.63366,21039.24185,31812.51823,282,SVD:AutoArima,0.077875635,0.027423508,0.058807974,0.285114548,11.2305416
X285,29759,36833,31307,30347,28912.89311,35574.63247,26674.12269,35701.65931,285,SVD:AutoArima,0.028841984,0.03475787,0.159806402,0.162142862,9.638727931
X286,18199,26051,16453,24366,17601.98589,23343.75092,17061.21668,26445.92102,286,SVD:AutoArima,0.033351825,0.109616873,0.03629604,0.081867443,6.528304543
X289,32182,39524,31963,34480,30318.83963,38373.0669,28120.88332,35639.45877,289,SVD:AutoArima,0.059620331,0.029550101,0.127891756,0.033070956,6.253328607
X290,38528,47038,30506,40103,35984.73808,47511.13354,35398.15048,50465.01316,290,SVD:AutoArima,0.068263816,0.010008205,0.148462591,0.2288228,11.38893529
X291,41529,53105,36768,49352,35729.89429,49810.61109,35669.85767,54307.85076,291,SVD:AutoArima,0.150121375,0.06402117,0.030319569,0.095617555,8.501991737
X292,15026,0,0,0,30963.33704,37489.07591,29527.82344,81012.93008,292,SVD:AutoArima,0.693088358,2,2,2,167.3272089
X293,32067,42323,28361,35935,29441.04919,38957.84053,28361.94664,42448.44075,293,SVD:AutoArima,0.085385599,0.082803265,3.33777E-05,0.166194306,8.360413667
X294,32618,41492,34683,39244,30678.40818,36823.70962,29335.75104,42790.75328,294,SVD:AutoArima,0.061285999,0.119217215,0.167052586,0.08646953,10.85063325
X295,31759,42242,32032,38669,30511.77081,37290.35071,28572.26067,40859.90207,295,SVD:AutoArima,0.040058254,0.124519123,0.114174789,0.055097003,8.346229231
X296,37253,45735,37508,44292,33677.12121,41004.06836,31506.74374,46149.2993,296,SVD:AutoArima,0.100828216,0.109084216,0.173912296,0.041071929,10.62241641
X297,35583,48594,36554,47852,35175.17032,44431.99208,32636.34928,49229.10114,297,SVD:AutoArima,0.011527423,0.089480538,0.113242692,0.028370118,6.065519287
X299,53554,61464,65976,59217,41096.98467,49526.32596,39095.91059,58833.85676,299,SVD:AutoArima,0.263219984,0.215111974,0.511651292,0.006491156,24.91186013
X300,39103,52669,42260,44420,38047.77076,48496.33964,36301.47473,49894.05274,300,SVD:AutoArima,0.027354989,0.082491896,0.151690769,0.116081381,9.440475889
X301,28944,37223,28934,30162,25965.32592,34848.85178,26016.85945,36537.25266,301,SVD:AutoArima,0.108494287,0.065882814,0.1061727,0.191164141,11.79284855
X302,19624,26495,19913,23907,19376.75113,25890.6994,18142.02951,22388.61192,302,SVD:AutoArima,0.012679185,0.023071205,0.093074188,0.065595335,4.86049782
X303,32460,41162,29634,38220,31616.43518,38419.45624,28026.33638,42557.39188,303,SVD:AutoArima,0.026329955,0.068924191,0.055763241,0.107391234,6.460215521
X304,35673,42044,34172,41056,34300.76064,40725.51368,30292.19259,49965.10529,304,SVD:AutoArima,0.039221541,0.031859226,0.12037093,0.19575911,9.680270181
X305,32007,43349,32166,35564,34212.64354,43165.77391,31689.5084,43540.40688,305,SVD:AutoArima,0.06661599,0.004235718,0.014924056,0.201667826,7.186089742
X307,13972,17990,12432,17849,12592.81202,16670.03339,11528.06007,18961.86889,307,SVD:AutoArima,0.103835704,0.076166494,0.075453895,0.060464147,7.898005997
X308,47107,59093,41533,50578,41518.78305,55617.61992,43492.80202,58144.63757,308,SVD:AutoArima,0.126108154,0.060593868,0.046098995,0.139191575,9.299814801
X309,34242,45832,30796,42704,34511.72427,45470.28974,32337.47045,46561.21593,309,SVD:AutoArima,0.007846099,0.007923356,0.048832115,0.086421478,3.775576192
X310,55508,68861,50655,62374,46067.87215,62450.98188,45515.29704,67650.0572,310,SVD:AutoArima,0.185873429,0.097630361,0.106887534,0.081155093,11.78866044
X311,36148,46164,36273,41554,34716.39312,42636.61071,32858.07298,47917.96583,311,SVD:AutoArima,0.040404124,0.079445158,0.098795719,0.142256086,9.022527187
X312,28458,38563,28762,33593,27221.46806,35151.16409,24659.82998,37763.84593,312,SVD:AutoArima,0.044416083,0.092569344,0.153576544,0.116901073,10.18657611
X313,37025,48100,33904,46419,31305.95293,42746.61176,30844.27863,49168.44158,313,SVD:AutoArima,0.167392575,0.11785554,0.094511281,0.057527255,10.93216627
X314,25560,32500,24087,31880,25437.30046,32054.43845,24510.82808,31926.12206,314,SVD:AutoArima,0.004812001,0.013804211,0.017442264,0.001445694,0.937604267
X315,24638,29994,23018,26533,20487.62178,25092.51873,19993.17056,30563.64324,315,SVD:AutoArima,0.183947747,0.177955746,0.140653202,0.141186697,16.09358481
X316,52009,67787,45563,57985,50806.46438,68141.28509,53093.88826,72229.28973,316,SVD:AutoArima,0.023392116,0.005212824,0.152668271,0.218782282,10.0013873
X318,41848,49281,37353,43969,34473.36451,45505.47635,35294.52624,47459.9262,318,SVD:AutoArima,0.193252192,0.079663762,0.056670168,0.076363714,10.14874591
X319,39981,50178,38243,43349,37209.60743,45886.81535,34524.44599,49161.84824,319,SVD:AutoArima,0.071806471,0.089339362,0.10220378,0.125668467,9.725451998
X320,85940,101360,79960,91531,70446.7391,85839.44331,70124.96119,101041.1442,320,SVD:AutoArima,0.198140341,0.165818406,0.131059618,0.098769677,14.84470104
X321,33027,40713,29783,37311,28269.46571,39867.28444,29639.61702,39239.8019,321,SVD:AutoArima,0.155230297,0.020990632,0.004825872,0.050392729,5.78598826
X322,27568,35388,23406,34002,24447.45604,32455.36177,24182.38091,36063.83873,322,SVD:AutoArima,0.119985258,0.086453211,0.032629011,0.058854322,7.448045067
X323,41074,49606,41763,44899,37859.24811,47173.31101,37195.16164,51182.33481,323,SVD:AutoArima,0.08145495,0.050272914,0.115702754,0.130791997,9.455565357
X324,24034,35068,24296,36075,24499.35764,31940.01415,23969.11146,37233.49788,324,SVD:AutoArima,0.019176816,0.093361545,0.013545542,0.031606101,3.942250078
X325,30391,38863,30694,38371,30647.18114,39389.52731,29572.04852,38235.64008,325,SVD:AutoArima,0.008394128,0.013457132,0.037233285,0.003533895,1.565461005
X326,28786,36875,28094,34116,29879.53432,35560.99071,26723.59874,38589.37267,326,SVD:AutoArima,0.037280299,0.036280564,0.049998588,0.123054803,6.165356339
X327,40697,52559,38008,49725,37060.56742,53679.32233,37551.24873,51083.72267,327,SVD:AutoArima,0.093532571,0.021090738,0.012089884,0.02695645,3.84174108
X328,22636,28958,21909,26533,22604.73936,28410.95822,22056.56836,29278.48561,328,SVD:AutoArima,0.001381969,0.019071003,0.006712906,0.098384251,3.138753209
X329,34032,44918,31046,40781,35264.12434,47111.67655,34448.46409,46463.21404,329,SVD:AutoArima,0.035561133,0.047673243,0.103900815,0.130259963,7.934878826
X330,19390,27246,18709,22528,19667.86536,26741.03037,20249.37584,26474.69678,330,SVD:AutoArima,0.014228395,0.018707072,0.079078032,0.161080799,6.827357435
X331,30368,37076,29448,33874,27421.54346,32856.63933,25545.81938,36629.87599,331,SVD:AutoArima,0.101971961,0.120669281,0.141913425,0.078176581,11.06828121
X332,20017,22109,17914,21804,18178.80027,22731.99939,17284.90935,24917.39751,332,SVD:AutoArima,0.096251405,0.027787043,0.035744894,0.133275016,7.326458985
X333,55991,67790,51838,57994,47340.46881,63275.00481,45676.62475,68583.11028,333,SVD:AutoArima,0.167432657,0.068897036,0.12636823,0.167314774,13.25031742
X334,27467,32335,25589,28719,26355.53989,31889.63866,26499.78883,32785.05473,334,SVD:AutoArima,0.041300916,0.013868862,0.034970628,0.132220705,5.559027791
X335,75087,106781,73769,95719,81223.92968,108636.3691,81670.90326,112854.9205,335,SVD:AutoArima,0.07852208,0.017225808,0.10167149,0.164315083,9.043361511
X336,69896,91442,69648,85158,66134.61036,83610.50704,61021.09493,90469.39293,336,SVD:AutoArima,0.055302106,0.08947593,0.132042012,0.060484789,8.432620938
X337,30124,34031,30954,32576,26780.96145,32373.31582,26244.2824,33921.13188,337,SVD:AutoArima,0.117495504,0.049927001,0.164680386,0.040456839,9.313993235
X338,35211,46347,34602,41344,30592.22314,44663.0715,30512.5248,44844.54376,338,SVD:AutoArima,0.140381478,0.037005322,0.125608694,0.081229908,9.605635053
X339,29115,35481,29615,32956,27682.87144,34538.81042,24534.99462,34345.34817,339,SVD:AutoArima,0.050428952,0.026912086,0.187627179,0.04128738,7.656389933
X340,35227,49903,31081,37940,32132.59443,42852.25461,32146.76695,50383.05497,340,SVD:AutoArima,0.091877203,0.152029023,0.033711991,0.281762332,13.98451374
X341,29237,37621,25625,31693,28316.17789,36996.84567,28269.71989,40663.1699,341,SVD:AutoArima,0.031999001,0.016729358,0.098143933,0.247944851,9.8704286
X343,40769,50751,34567,43796,39623.61651,52471.87354,39502.67323,55377.08821,343,SVD:AutoArima,0.028494743,0.033342872,0.133271095,0.233553042,10.71654381
X344,44966,67460,47673,56881,44913.51095,59636.4186,45626.90838,69098.35528,344,SVD:AutoArima,0.001167987,0.123112539,0.043860528,0.193958054,9.052477694
X346,40410,47951,40031,42006,40107.47223,49988.40227,41282.16372,50053.00558,346,SVD:AutoArima,0.007514587,0.041605365,0.030773953,0.174822779,6.367917067
X347,28933,34384,28913,31585,28077.94832,32462.77839,26909.93322,34787.83623,347,SVD:AutoArima,0.029996052,0.057481352,0.071765014,0.096510453,6.393821756
X349,52107,55413,45485,44761,49448.31452,58099.37585,46445.9797,57399.31787,349,SVD:AutoArima,0.052359357,0.047331858,0.020906548,0.247421271,9.200475859
X350,35960,49605,35460,42868,34647.56663,46361.97565,32996.40505,47913.16745,350,SVD:AutoArima,0.037175431,0.067586257,0.071975586,0.11115009,7.197184114
X351,31513,42135,28745,38664,30989.71144,40499.95937,30891.53123,39371.5091,351,SVD:AutoArima,0.016744507,0.039572613,0.071987126,0.018133004,3.660931249
X352,37548,45989,33748,37552,31880.71344,40847.22765,31953.49447,45177.65541,352,SVD:AutoArima,0.163254834,0.11842459,0.054626019,0.184351195,13.01641596
X353,46325,47529,44182,44224,43316.16632,50428.87289,43458.02793,51356.04874,353,SVD:AutoArima,0.067130623,0.05920653,0.016521493,0.149237186,7.302395816
X354,43812,57249,40633,45878,43775.90575,57321.62333,43827.84089,56359.41122,354,SVD:AutoArima,0.000824183,0.001267748,0.075652595,0.205040623,7.069628716
X355,51882,60395,48212,53601,44039.38845,51908.36581,41215.53101,66134.51565,355,SVD:AutoArima,0.163521644,0.151137664,0.156472373,0.20935335,17.01212576
X356,37087,41469,34830,38435,33384.25333,41199.47919,31650.00938,41191.93459,356,SVD:AutoArima,0.105085308,0.006520522,0.095667574,0.069246282,6.91299215
X357,42303,54973,39230,49305,38967.24008,47191.65709,37412.88781,56433.99124,357,SVD:AutoArima,0.082090564,0.152329448,0.047417634,0.134841295,10.41697351
X358,50707,65568,46154,59156,53345.04585,65207.35766,48476.78427,67542.40422,358,SVD:AutoArima,0.050706275,0.005515448,0.049091515,0.132383739,5.942424422
X359,36161,42793,37042,38237,33546.15513,40481.19192,30840.39753,42534.09446,359,SVD:AutoArima,0.075023715,0.055522798,0.182716071,0.106401789,10.49160931
X360,36782,48373,33445,41100,35320.54554,42818.30631,30909.24329,48668.41193,360,SVD:AutoArima,0.040538221,0.121825071,0.078806201,0.168620827,10.244758
X361,31513,43967,28071,43021,27920.02904,41138.86799,28268.04203,41438.79856,361,SVD:AutoArima,0.120908223,0.066461504,0.006994866,0.03746638,5.795774328
X362,49144,61228,48612,57435,43916.42193,57444.07813,46173.87235,63657.26978,362,SVD:AutoArima,0.112348041,0.063771056,0.051444959,0.102769067,8.258328076
X363,41661,50943,37779,41770,35076.72106,45214.681,32598.15191,51238.59503,363,SVD:AutoArima,0.171604756,0.119144283,0.147230968,0.203606882,16.03967223
X364,28652,34528,28560,34036,26905.49625,34464.14345,25945.33839,34239.73873,364,SVD:AutoArima,0.062871939,0.001851125,0.095941487,0.005968115,4.165816652
X366,30998,40848,28354,40354,30977.40102,36790.24439,27325.28779,42019.80043,366,SVD:AutoArima,0.000664747,0.104529814,0.036951342,0.040444909,4.564770297
X367,29325,40327,23561,32483,26460.67566,34523.92081,24317.55287,41017.83477,367,SVD:AutoArima,0.102690316,0.155056989,0.031602997,0.232237764,13.03970165
X368,45278,71882,45969,74290,46814.97403,70291.5175,45128.49656,71011.58793,368,SVD:AutoArima,0.033378747,0.022373822,0.018452833,0.045125619,2.983275528
X369,35080,42214,35025,38575,32156.97867,39120.32614,28751.70213,43852.30934,369,SVD:AutoArima,0.086946838,0.076073019,0.196726944,0.128047594,12.19485988
X370,42008,53633,36349,45627,39754.37274,50335.55563,40153.86172,55999.18859,370,SVD:AutoArima,0.055126269,0.06343157,0.099469788,0.204124325,10.5537988
X371,34272,46429,31744,44437,30082.45143,43569.71108,28931.03202,45501.77252,371,SVD:AutoArima,0.130202293,0.063540664,0.092722423,0.02367772,7.753577475
X372,47066,60708,42484,53491,47291.52098,62539.16903,47655.20769,64519.28273,372,SVD:AutoArima,0.004780138,0.029715393,0.114738255,0.186903759,8.40343862
X373,24698,30502,24980,27054,23830.50626,28617.48217,22984.65833,30541.96436,373,SVD:AutoArima,0.035751924,0.063752853,0.083200496,0.12111836,7.595590809
X374,39771,46389,35100,41227,37213.35705,45451.01091,33060.81738,50594.29571,374,SVD:AutoArima,0.066445783,0.020426589,0.059834453,0.204033185,8.768500269
X375,47215,64001,41928,63205,43286.53244,57714.87018,40810.60134,66757.26438,375,SVD:AutoArima,0.086815493,0.103291868,0.027010335,0.054666089,6.794594628
X376,41785,57048,37692,49780,37394.30195,53327.48745,35087.60466,59049.84601,376,SVD:AutoArima,0.110905197,0.067415558,0.071569373,0.170354849,10.50612445
X377,45047,56245,41115,53022,39865.10258,50226.17229,39218.31501,58354.22625,377,SVD:AutoArima,0.122053212,0.113060232,0.047220384,0.095751606,9.452135832
X378,36684,44634,34124,40078,37581.65461,44740.45046,36542.95946,47341.55081,378,SVD:AutoArima,0.024174152,0.002382123,0.068460833,0.166176805,6.529847816
X379,20733,27639,21747,23876,22226.96566,25534.35878,18361.63664,29106.42032,379,SVD:AutoArima,0.06955153,0.079161492,0.168809695,0.197439841,12.87406395
X380,75809,91148,68163,80846,70802.31386,92937.1477,71034.36828,92898.58463,380,SVD:AutoArima,0.068298769,0.019438262,0.041256071,0.138739111,6.693305354
X381,50888,58262,45384,54356,45563.01638,56594.49425,43146.0495,60227.00179,381,SVD:AutoArima,0.110418403,0.029036334,0.050557986,0.102475964,7.312217182
X382,38794,53599,37742,50634,35239.01191,51174.87343,36916.40648,54628.68923,382,SVD:AutoArima,0.096037916,0.046273493,0.022116559,0.075899433,6.008185039
X383,93876,112228,95110,96341,82318.33069,102176.9811,75918.1457,106849.7966,383,SVD:AutoArima,0.131192295,0.093757326,0.224429192,0.103437722,13.8204134
X384,51967,61325,45295,59125,47601.02964,56811.57253,47450.1118,57993.08211,384,SVD:AutoArima,0.087698238,0.076410334,0.046473863,0.019329515,5.747798741
X386,35359,46356,32571,44769,32064.42826,41885.93807,34115.33028,48722.70598,386,SVD:AutoArima,0.097727802,0.101313775,0.046316247,0.084578754,8.248414457
X387,46585,65160,44961,62453,46494.30983,59016.75307,43072.72127,61036.64965,387,SVD:AutoArima,0.001948664,0.098943591,0.042898987,0.02293877,4.168250314
X388,50729,68035,47085,55780,54979.70355,69210.2307,51313.06095,69949.02977,388,SVD:AutoArima,0.080422962,0.017125997,0.085937892,0.225389948,10.22191999
X389,62933,75435,55840,62434,53033.97644,68038.23559,54764.47663,72437.57489,389,SVD:AutoArima,0.170721422,0.103110024,0.019448098,0.148342227,11.04054429
X390,61876,81453,56114,70620,57984.9068,76171.97412,53401.60742,84985.09831,390,SVD:AutoArima,0.064926811,0.067007477,0.049534357,0.184635317,9.152599017
X391,26858,33595,24295,34381,28840.96978,34342.45531,27075.50948,37989.43512,391,SVD:AutoArima,0.071203104,0.022004219,0.10825314,0.09972125,7.529542824
X392,35814,46682,33150,38965,38949.53449,48696.15252,37955.08894,50419.94503,392,SVD:AutoArima,0.083878712,0.042235092,0.135154572,0.256305914,12.93935726
X393,31370,38536,29027,37058,27881.83648,40516.47542,29665.85701,38788.84583,393,SVD:AutoArima,0.117740267,0.050105336,0.021769498,0.045640549,5.881391233
X394,46067,57954,45206,53041,43296.68682,58266.82407,41539.78287,58362.12481,394,SVD:AutoArima,0.06200087,0.005383271,0.084527847,0.095529184,6.186029299
X395,21143,24653,18044,22115,20770.51419,25412.38153,20222.57454,26749.7686,395,SVD:AutoArima,0.01777402,0.030335593,0.113863055,0.189697761,8.791760726
X396,54606,68568,50312,66555,51478.84522,62815.16985,47735.86259,71739.17702,396,SVD:AutoArima,0.058955731,0.087573319,0.052548568,0.074973179,6.851269929
X397,31002,40737,26382,37173,32244.29477,40568.17336,30230.73654,39731.83586,397,SVD:AutoArima,0.039284349,0.004152913,0.135967161,0.066545513,6.148748396
X398,26979,40026,27475,35757,25047.80935,34489.70656,25357.52547,38302.50989,398,SVD:AutoArima,0.074238289,0.148594,0.08015799,0.068742283,9.293314042
X400,43359,56915,42205,55030,43493.57702,54800.63852,42083.72024,59379.80817,400,SVD:AutoArima,0.003098976,0.03785256,0.002877722,0.076039078,2.996708415
X401,38519,49074,35102,47446,35483.45683,48762.78968,36365.00735,51757.03829,401,SVD:AutoArima,0.082038984,0.006361826,0.035345186,0.086913433,5.266485717
X402,32272,38727,28741,38141,27209.51039,37132.69809,28640.80814,35740.28819,402,SVD:AutoArima,0.170220614,0.042032909,0.003492112,0.064988358,7.018349849
X403,41690,50659,37655,43301,41098.20089,49856.52596,39768.18163,48215.6371,403,SVD:AutoArima,0.014296702,0.015967166,0.054587827,0.107404233,4.806398194
