,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,W-131,W-132,W-133,W-134,sMAPE
X213,41594,57639,40949,51682,43655.77201,60155.47041,43940.35833,58869.34733,213,SVD:TSLM,0.048370147,0.042726461,0.070476639,0.130027313,7.290014003
X214,47680,58831,46679,51957,49379.24646,61961.34078,50888.06773,63895.37256,214,SVD:TSLM,0.035014623,0.05183012,0.086280501,0.206096298,9.480538556
X216,34649,42809,32682,41212,34485.8175,42281.81613,34290.62353,47320.19936,216,SVD:TSLM,0.004720704,0.012391087,0.048038241,0.137988199,5.078455786
X217,27860,34547,23883,27511,26130.43313,30647.51364,24390.24792,35287.58656,217,SVD:TSLM,0.064069383,0.119626212,0.021015695,0.247667567,11.30947141
X219,16751,19446,16731,18287,17069.42752,20832.6416,15450.79415,20495.97694,219,SVD:TSLM,0.018830485,0.068852451,0.079560875,0.11391477,7.028964504
X220,25258,33550,22949,27720,23998.40807,30812.9979,23141.31305,32036.06725,220,SVD:TSLM,0.051144287,0.085048932,0.008345053,0.144456202,7.22486182
X221,35450,42344,31141,37378,29129.21167,38474.64861,30253.01383,43199.11271,221,SVD:TSLM,0.195753035,0.095753925,0.028927451,0.144485512,11.62299807
X222,25900,33247,23288,28735,26526.87258,34400.47178,23644.75104,37323.40485,222,SVD:TSLM,0.02391417,0.034102436,0.015202648,0.260024591,8.331096118
X223,38108,45778,35410,42892,36472.37486,46125.76235,35583.43819,50855.33071,223,SVD:TSLM,0.043862079,0.007567968,0.004886034,0.169889226,5.655132662
X224,38660,50452,37988,47773,37600.51703,50608.86156,38118.18187,53346.44899,224,SVD:TSLM,0.027785885,0.003104299,0.003421059,0.110234956,3.61365496
X225,28125,36882,27294,37950,25606.09612,33064.69374,25478.45514,36670.22915,225,SVD:TSLM,0.093759631,0.109149012,0.068806534,0.034300909,7.650402158
X226,36244,44159,34776,39916,34710.16783,44404.61689,30801.76859,44539.13571,226,SVD:TSLM,0.043234449,0.005546677,0.121206668,0.109481458,6.986731303
X227,34089,38909,28048,34702,33380.86894,41486.16733,33802.02937,44899.21562,227,SVD:TSLM,0.020991031,0.064112494,0.186063917,0.256207535,13.18437443
X228,45695,52708,40555,46781,45074.93158,56256.50856,43134.32727,55117.10558,228,SVD:TSLM,0.013662419,0.065131456,0.061640531,0.163616498,7.60127259
X229,46283,60050,45116,56764,46745.7032,58948.0475,41307.85445,64581.95416,229,SVD:TSLM,0.009947536,0.018520514,0.088127186,0.128853973,6.136230236
X230,44412,52538,37619,41685,40250.53286,49922.51947,38286.28975,58803.0417,230,SVD:TSLM,0.098307173,0.051053431,0.017582167,0.340698085,12.69102142
X232,20338,26686,20025,24497,19147.12354,25209.68108,17076.56156,24873.75225,232,SVD:TSLM,0.06032026,0.056895637,0.158938779,0.015262164,7.285420987
X233,54440,61104,55686,59941,52642.90688,61489.69742,48027.38476,64043.06124,233,SVD:TSLM,0.033564519,0.006292288,0.147688078,0.066170784,6.342891712
X234,53784,69202,43108,60727,55161.46791,75618.40599,50913.15659,81090.89523,234,SVD:TSLM,0.025287292,0.088611904,0.166029793,0.287183718,14.17781769
X235,24921,36290,27205,34738,25799.03041,36504.68083,23639.17112,42292.11699,235,SVD:TSLM,0.034622629,0.005898256,0.140265002,0.196134117,9.42300011
X236,41103,49499,36650,43908,38799.83618,46017.3548,35046.70999,52984.14986,236,SVD:TSLM,0.057649113,0.072901551,0.044724228,0.187345412,9.065507601
X237,28773,30829,23726,23600,27828.60121,30009.34494,24879.67618,29753.53708,237,SVD:TSLM,0.033370038,0.026945344,0.047470842,0.230670258,8.461412034
X238,37126,44943,35044,44318,38298.08457,46566.78997,37157.82086,51058.79388,238,SVD:TSLM,0.031079849,0.03548888,0.058553118,0.141350817,6.66181659
X239,26886,35157,24023,30730,27110.915,36667.21243,26944.11026,37750.47064,239,SVD:TSLM,0.008330661,0.042053017,0.114627266,0.205035701,9.251166139
X240,27702,32039,22320,25414,26349.14008,32651.3689,25375.46831,33948.09855,240,SVD:TSLM,0.050058516,0.018932305,0.128124051,0.287526848,12.116043
X241,33898,42276,33572,36398,35643.39111,45379.37374,34106.71844,44007.61765,241,SVD:TSLM,0.050197187,0.070808522,0.015801672,0.189280746,8.152203175
X242,20009,29440,18721,26332,19092.63852,26749.3888,16860.90223,30850.54005,242,SVD:TSLM,0.046870746,0.095769371,0.104553026,0.158039151,10.13080734
X244,22687,39111,22523,33854,23450.62009,37688.2675,25025.74529,38936.55716,244,SVD:TSLM,0.033101841,0.037050679,0.105270718,0.139648805,7.876801092
X245,53382,63314,54972,51773,51929.98759,58987.32733,48463.34995,63766.80804,245,SVD:TSLM,0.027575444,0.070754304,0.125849626,0.207613432,10.79482016
X246,39161,50917,36132,41538,35630.80973,44339.60112,35368.30075,48734.56607,246,SVD:TSLM,0.094400451,0.138098542,0.021362127,0.159440822,10.33254855
X247,40743,56544,38806,54194,40366.03241,52225.47962,35450.197,56514.13825,247,SVD:TSLM,0.009295329,0.079406841,0.090384456,0.041914502,5.525028223
X248,44647,51231,43504,44929,38181.11557,46574.18294,39196.44251,55319.55252,248,SVD:TSLM,0.156127769,0.095226386,0.104172538,0.207295811,14.0705626
X249,29031,37652,27060,30579,26781.17889,34314.67084,25225.06651,39058.8529,249,SVD:TSLM,0.080621153,0.092746521,0.070189582,0.243541481,12.17746842
X250,42887,61455,43761,61264,44680.77327,59136.54085,40775.74438,60436.7885,250,SVD:TSLM,0.040968799,0.038451439,0.070626226,0.013594185,4.091016241
X251,101548,117283,94252,102901,105277.6874,127090.4723,106091.6834,123119.3582,251,SVD:TSLM,0.036065998,0.08026626,0.118193728,0.178907408,10.33583483
X252,51461,68246,49344,67213,51645.53135,67965.52482,49633.20105,75715.20847,252,SVD:TSLM,0.003579431,0.00411823,0.005843791,0.118971735,3.312829672
X253,26835,37344,24775,38891,26228.00367,37901.37378,25172.81556,41236.75965,253,SVD:TSLM,0.022878325,0.014814832,0.015929248,0.058550486,2.804322278
X254,16328,20582,16035,19531,15423.79595,21672.23124,15595.32526,19422.05092,254,SVD:TSLM,0.056954514,0.051603411,0.027800836,0.005593866,3.548815685
X255,32524,40804,29764,39732,33225.81272,41859.16067,33116.19983,43932.94582,255,SVD:TSLM,0.021347976,0.025529163,0.106621793,0.100423081,6.348050349
X256,41973,52604,36619,51787,41984.63381,52441.83436,41473.16982,57465.28176,256,SVD:TSLM,0.000277135,0.003087522,0.12431899,0.103948067,5.790792837
X257,26689,34955,24241,29579,24694.24235,29558.31332,23951.05611,34875.72965,257,SVD:TSLM,0.077642342,0.167304589,0.01203285,0.164355034,10.53337039
X259,86008,89542,83534,79446,85548.0507,100405.8186,86486.79937,93085.25583,259,SVD:TSLM,0.005362088,0.1143874,0.034734566,0.158107651,7.814792652
X260,36983,40335,34766,31938,35213.90232,38633.54469,33125.60468,40154.79637,260,SVD:TSLM,0.049007579,0.043091976,0.048323952,0.227950552,9.209351461
X261,58916,85357,52827,75829,51531.17656,79322.36339,53437.03838,86987.73884,261,SVD:TSLM,0.133725889,0.07328953,0.011481558,0.13707115,8.889203205
X262,143534,160583,139949,146242,129840.0238,152507.1517,127116.8896,145296.1319,262,SVD:TSLM,0.100184912,0.051588006,0.096096963,0.006488812,6.358967308
X264,33643,47490,31895,40431,32169.34852,42897.72008,28573.72766,49190.28893,264,SVD:TSLM,0.044783434,0.101612916,0.109850909,0.195473398,11.29301642
X265,27473,36170,25738,35392,25383.17167,33345.94615,24781.57697,40288.34959,265,SVD:TSLM,0.079076038,0.081249095,0.037863462,0.129395533,8.189603196
X266,23010,26840,21596,24682,20782.10632,24712.44377,22242.23458,25016.0038,266,SVD:TSLM,0.101748642,0.082539491,0.029482692,0.013441337,5.680304039
X267,54841,58356,53310,62985,44841.78022,53402.93518,41589.77359,57022.23668,267,SVD:TSLM,0.200620804,0.088638368,0.2470022,0.099373396,15.8908692
X268,24423,31333,22296,28432,30207.70875,29808.68022,21553.2659,36963.68773,268,SVD:TSLM,0.211774985,0.049861887,0.033876695,0.260925086,13.91096632
X269,38693,51261,33922,49332,44354.06652,70373.18629,40045.68321,54789.96531,269,SVD:TSLM,0.136333931,0.31425682,0.165577261,0.104837923,18.02514839
X270,56160,63311,53637,53027,51492.50364,62437.75358,50987.4972,70792.16005,270,SVD:TSLM,0.086714126,0.013888749,0.050647848,0.286953328,10.95510126
X271,35677,56543,33437,55321,36803.55543,52830.90349,35219.4555,55133.24523,271,SVD:TSLM,0.031085728,0.067879017,0.051923901,0.003399684,3.857208255
X272,29590,43732,29439,42022,29557.91086,38363.82037,27700.36634,45308.10738,272,SVD:TSLM,0.001085047,0.130778391,0.060855896,0.075257147,6.699412023
X273,39149,50252,35808,46078,38367.26147,52165.96464,38433.93476,56013.82451,273,SVD:TSLM,0.020169665,0.037375565,0.070739933,0.194644861,8.073250624
X274,39043,42909,40325,37210,30812.02376,40813.4412,36869.94278,45774.41591,274,SVD:TSLM,0.23565882,0.050059668,0.089515118,0.206410223,14.54109574
X276,19681,24577,17637,23232,18012.2133,21842.28431,17632.39913,25243.35714,276,SVD:TSLM,0.088545738,0.117826706,0.000260899,0.082984727,7.240451758
X278,40676,50075,35213,41249,35519.58064,43357.0303,32964.09966,52566.45393,278,SVD:TSLM,0.135346941,0.143804425,0.065972309,0.241270568,14.65985606
X280,34025,41420,34665,39647,32262.87125,39168.09103,30688.94036,42087.03968,280,SVD:TSLM,0.053165948,0.055886892,0.121677733,0.059706817,7.260934737
X281,35082,41065,29228,35315,29846.95878,39054.89503,30679.44155,40812.34696,281,SVD:TSLM,0.161254433,0.050177424,0.048456135,0.144425024,10.10782541
X282,24803,30214,22314,23874,23781.58264,29870.58048,22101.15521,32266.8543,282,SVD:TSLM,0.042046975,0.011431203,0.009584332,0.298992753,9.05138157
X285,29759,36833,31307,30347,29355.53497,36186.81174,27661.33188,35733.20946,285,SVD:TSLM,0.013650282,0.017698985,0.123648338,0.163020351,7.950448879
X286,18199,26051,16453,24366,17271.02102,23491.96059,16343.32349,28019.78323,286,SVD:TSLM,0.052324693,0.103305874,0.006688342,0.139495222,7.545353256
X289,32182,39524,31963,34480,31087.38303,38922.28021,28995.77716,36647.39145,289,SVD:TSLM,0.034601791,0.015340939,0.097351784,0.060943932,5.205961119
X290,38528,47038,30506,40103,36160.40663,48037.08688,35653.68697,51632.63101,290,SVD:TSLM,0.06339922,0.021016797,0.155614006,0.251366473,12.2849124
X291,41529,53105,36768,49352,35950.92545,50355.21792,35832.8429,55902.14114,291,SVD:TSLM,0.143987608,0.053156317,0.025761604,0.124463343,8.684221808
X292,15026,0,0,0,31493.12487,38059.16212,30360.11962,81587.16044,292,SVD:TSLM,0.707972255,2,2,2,167.6993064
X293,32067,42323,28361,35935,29700.09503,39425.66295,28657.76843,43557.38361,293,SVD:TSLM,0.076639673,0.070884023,0.0104095,0.191776451,8.742741162
X294,32618,41492,34683,39244,30822.04442,37343.1619,29763.18136,43376.22779,294,SVD:TSLM,0.056618989,0.105253493,0.152679912,0.100029446,10.36454599
X295,31759,42242,32032,38669,30503.432,37788.02062,28917.56115,41228.00241,295,SVD:TSLM,0.04033148,0.111307715,0.102197253,0.064057532,7.947349499
X296,37253,45735,37508,44292,34048.39361,41575.65988,32031.42968,47185.9577,296,SVD:TSLM,0.089889025,0.0952768,0.157509785,0.063271148,10.14866896
X297,35583,48594,36554,47852,35415.61831,44939.71349,32905.01215,50475.674,297,SVD:TSLM,0.004715069,0.078138382,0.105068809,0.053365932,6.032204811
X299,53554,61464,65976,59217,43936.73109,50879.4571,43422.25459,57642.1178,299,SVD:TSLM,0.197296067,0.188431853,0.412323679,0.026953519,20.62512794
X300,39103,52669,42260,44420,38362.80665,49305.62296,37355.7378,49949.33285,300,SVD:TSLM,0.019110195,0.065964981,0.123198311,0.117184952,8.136460969
X301,28944,37223,28934,30162,26752.39751,35455.1972,27176.17782,36950.11927,301,SVD:TSLM,0.078698178,0.048647404,0.06265609,0.202291906,9.807339442
X302,19624,26495,19913,23907,19190.8931,26147.994,18008.74846,22990.13232,302,SVD:TSLM,0.022316532,0.013183369,0.100430577,0.039101226,4.375792586
X303,32460,41162,29634,38220,32188.51197,38906.42558,28643.19956,43617.53161,303,SVD:TSLM,0.008398895,0.056341171,0.034003022,0.131908466,5.766288824
X304,35673,42044,34172,41056,35217.50493,41409.40026,31480.32203,50840.23928,304,SVD:TSLM,0.012850665,0.015208481,0.081997952,0.212941016,8.074952858
X305,32007,43349,32166,35564,32765.27924,43643.81743,30885.26705,43403.60818,305,SVD:TSLM,0.023413696,0.006777972,0.04062513,0.198552504,6.734232552
X307,13972,17990,12432,17849,12453.96166,16794.9681,11275.38621,19657.32788,307,SVD:TSLM,0.114889922,0.068709673,0.09757413,0.096427882,9.440040189
X308,47107,59093,41533,50578,43303.02113,56228.31019,44800.87384,60700.5763,308,SVD:TSLM,0.084149496,0.049681881,0.075703167,0.181932168,9.786667805
X309,34242,45832,30796,42704,34454.93661,45853.35966,32069.62521,48213.75665,309,SVD:TSLM,0.006199304,0.000465934,0.040518971,0.121203093,4.209682544
X310,55508,68861,50655,62374,47111.45826,63406.44366,47079.13554,68536.18958,310,SVD:TSLM,0.163644242,0.082477686,0.073175343,0.094143773,10.33602611
X311,36148,46164,36273,41554,35335.321,43307.41656,33871.47402,48486.64091,311,SVD:TSLM,0.022737584,0.06385466,0.068473704,0.153989151,7.726377463
X312,28458,38563,28762,33593,27252.14095,35510.39219,24634.65295,38893.65719,312,SVD:TSLM,0.043290468,0.08242117,0.154591976,0.146251942,10.6638889
X313,37025,48100,33904,46419,31430.10714,43205.32362,30879.4377,50639.42728,313,SVD:TSLM,0.163461664,0.107215575,0.093374554,0.086966735,11.2754632
X314,25560,32500,24087,31880,25757.50837,32457.48219,24887.01396,32788.95402,314,SVD:TSLM,0.007697504,0.001309097,0.032670957,0.028110986,1.744713597
X315,24638,29994,23018,26533,21320.8203,25595.22678,21149.46265,30819.96318,315,SVD:TSLM,0.144354432,0.158259917,0.084611487,0.149494043,13.417997
X316,52009,67787,45563,57985,50955.09612,68873.41886,53363.33743,73851.64507,316,SVD:TSLM,0.020471289,0.015899539,0.157699914,0.24070159,10.86930831
X318,41848,49281,37353,43969,34847.12113,46055.37202,35671.54827,48858.20618,318,SVD:TSLM,0.182563865,0.06766836,0.046051685,0.10533994,10.04059625
X319,39981,50178,38243,43349,38757.80906,46767.01292,36554.95899,49822.3129,319,SVD:TSLM,0.031069582,0.070369521,0.045136018,0.138955065,7.138254646
X320,85940,101360,79960,91531,72652.66745,87382.1522,73105.32674,102525.195,320,SVD:TSLM,0.167565535,0.148115804,0.08956533,0.113309395,12.96390158
X321,33027,40713,29783,37311,28696.91421,40368.90602,30203.10111,40120.11124,321,SVD:TSLM,0.140304964,0.008487565,0.014006615,0.072557689,5.883920832
X322,27568,35388,23406,34002,24046.58396,32700.73528,23640.35156,37230.6226,322,SVD:TSLM,0.136450428,0.078934194,0.009962582,0.090650112,7.89993289
X323,41074,49606,41763,44899,38473.15761,47943.18452,38331.70769,51662.97199,323,SVD:TSLM,0.065391209,0.034091838,0.085680875,0.140095979,8.131497496
X324,24034,35068,24296,36075,24775.91721,32249.56252,23982.57952,38747.68765,324,SVD:TSLM,0.030400265,0.083735577,0.012983832,0.071440568,4.964006054
X325,30391,38863,30694,38371,31520.76025,39920.06256,30454.46995,39439.92169,325,SVD:TSLM,0.036495821,0.026834767,0.007834376,0.02747485,2.46599533
X326,28786,36875,28094,34116,29774.77108,36070.58767,27069.48731,38741.9222,326,SVD:TSLM,0.033769059,0.022055133,0.037144595,0.126984741,5.498838219
X327,40697,52559,38008,49725,37242.14443,54386.26387,38144.04574,51813.84583,327,SVD:TSLM,0.088655209,0.034171946,0.003573003,0.041143777,4.18859837
X328,22636,28958,21909,26533,23226.28487,28867.35842,22912.69435,29709.98105,328,SVD:TSLM,0.025741625,0.003135011,0.044786096,0.112973423,4.665903888
X329,34032,44918,31046,40781,35671.3692,47671.25492,34979.05775,47542.43776,329,SVD:TSLM,0.047038449,0.05947245,0.119138336,0.153106309,9.468888595
X330,19390,27246,18709,22528,20002.25736,27108.524,20709.67913,27040.6031,330,SVD:TSLM,0.031085162,0.005058493,0.101509192,0.182075056,7.993197598
X331,30368,37076,29448,33874,29163.54415,33399.50299,27168.41939,38009.77485,331,SVD:TSLM,0.040464459,0.104334041,0.080527191,0.115068383,8.509851827
X332,20017,22109,17914,21804,18502.04087,23071.63712,17742.47518,25386.4349,332,SVD:TSLM,0.078660273,0.042612817,0.009620963,0.151828857,7.068072766
X333,55991,67790,51838,57994,48760.91639,64273.55046,47572.11528,69619.1572,333,SVD:TSLM,0.13804203,0.0532539,0.085823957,0.182193709,11.48283989
X334,27467,32335,25589,28719,27131.58498,32380.79404,27389.53458,33611.96603,334,SVD:TSLM,0.012286583,0.001415235,0.06797223,0.156999525,5.966839342
X335,75087,106781,73769,95719,81568.86792,109920.9551,82404.10145,115185.5208,335,SVD:TSLM,0.082752954,0.028979481,0.110583722,0.184600318,10.17291189
X336,69896,91442,69648,85158,68046.65834,84770.76391,62997.91438,92975.17291,336,SVD:TSLM,0.026813194,0.075717967,0.100268231,0.087767739,7.264178287
X337,30124,34031,30954,32576,27470.81682,32958.37822,27367.55072,34128.60234,337,SVD:TSLM,0.092132707,0.032023637,0.122988818,0.046551581,7.342418557
X338,35211,46347,34602,41344,32099.57749,45210.20571,31789.486,46606.57748,338,SVD:TSLM,0.092449735,0.024832437,0.084725141,0.119671243,8.041963902
X339,29115,35481,29615,32956,28122.73984,35183.45771,25627.32706,34163.36173,339,SVD:TSLM,0.034671535,0.008421271,0.144370201,0.035976556,5.585989097
X340,35227,49903,31081,37940,32401.51106,43388.80928,32581.68824,51314.41197,340,SVD:TSLM,0.083559105,0.139651932,0.047144985,0.299691896,14.25119796
X341,29237,37621,25625,31693,28665.9705,37500.65135,28856.10478,41286.66811,341,SVD:TSLM,0.019723669,0.0032041,0.118613776,0.262913449,10.11137484
X343,40769,50751,34567,43796,39249.23942,53011.42354,39348.40986,56326.24207,343,SVD:TSLM,0.037985354,0.043569212,0.129375184,0.250298871,11.53071553
X344,44966,67460,47673,56881,44732.06723,60228.18089,45522.84182,70542.28939,344,SVD:TSLM,0.005216005,0.113273117,0.046142792,0.214423744,9.476391439
X346,40410,47951,40031,42006,40504.70286,50744.58016,42312.13557,50241.57974,346,SVD:TSLM,0.002340807,0.056610036,0.055405604,0.178553839,7.322757137
X347,28933,34384,28913,31585,28437.17663,33026.90275,27778.28425,34808.62844,347,SVD:TSLM,0.017285056,0.040263435,0.0400314,0.09710656,4.867161302
X349,52107,55413,45485,44761,48314.55731,59333.66466,47422.16239,55130.95573,349,SVD:TSLM,0.07553045,0.068336011,0.041701034,0.20762344,9.82977337
X350,35960,49605,35460,42868,35127.69976,46893.48814,33494.03167,49194.6125,350,SVD:TSLM,0.023416153,0.056198017,0.057022578,0.137441516,6.851956616
X351,31513,42135,28745,38664,30926.99254,40974.54765,31004.38266,40190.10026,351,SVD:TSLM,0.01877026,0.027925849,0.075628653,0.038706935,4.025792434
X352,37548,45989,33748,37552,33450.54136,41597.85475,33866.03782,45870.80397,352,SVD:TSLM,0.115423741,0.100269504,0.003491518,0.19943717,10.46554835
X353,46325,47529,44182,44224,44204.28491,51701.50049,46158.26341,49520.74953,353,SVD:TSLM,0.046851471,0.084097137,0.043751553,0.113003652,7.192595326
X354,43812,57249,40633,45878,44042.27411,57979.9825,44250.10405,57652.32846,354,SVD:TSLM,0.005242183,0.012687476,0.085225537,0.227456604,8.265295014
X355,51882,60395,48212,53601,45607.44428,52891.9276,43288.08794,67009.90441,355,SVD:TSLM,0.128722771,0.132461398,0.10762639,0.222349786,14.77900863
X356,37087,41469,34830,38435,33726.03497,41879.00663,32639.65235,41142.72139,356,SVD:TSLM,0.094925038,0.009838427,0.064928381,0.068052247,5.943602339
X357,42303,54973,39230,49305,39416.16954,47763.65005,37879.09575,57834.39062,357,SVD:TSLM,0.070652467,0.140346214,0.035038778,0.159220443,10.13144756
X358,50707,65568,46154,59156,54022.1485,66022.74692,49273.05694,69264.00188,358,SVD:TSLM,0.063308994,0.006911533,0.065370494,0.157420989,7.325300269
X359,36161,42793,37042,38237,34971.63713,41258.47351,32692.31518,43101.24379,359,SVD:TSLM,0.033440708,0.03651397,0.124750198,0.119605331,7.857755179
X360,36782,48373,33445,41100,36183.00587,43429.05304,31899.80099,49759.71397,360,SVD:TSLM,0.016418669,0.107708854,0.047293709,0.19061724,9.050961808
X361,31513,43967,28071,43021,27843.94042,41555.34021,28187.16824,42608.35444,361,SVD:TSLM,0.123626978,0.056398358,0.004129827,0.009637946,4.844827725
X362,49144,61228,48612,57435,45023.19482,58372.13053,47730.55863,64650.15443,362,SVD:TSLM,0.087521035,0.047756962,0.018298069,0.118198719,6.794369625
X363,41661,50943,37779,41770,36556.84202,46023.3986,34515.87986,51846.49189,363,SVD:TSLM,0.130511347,0.10147023,0.09027251,0.215271726,13.43814535
X364,28652,34528,28560,34036,26745.48307,35025.54074,26463.45233,33909.0396,364,SVD:TSLM,0.068830453,0.014306698,0.076205603,0.00373715,4.076997582
X366,30998,40848,28354,40354,31062.84609,37242.56237,27465.60049,43079.21433,366,SVD:TSLM,0.002089758,0.092339907,0.031831095,0.065326845,4.789690141
X367,29325,40327,23561,32483,26315.76233,34868.87517,24173.8494,41992.58893,367,SVD:TSLM,0.108166659,0.145170857,0.025677232,0.255374655,13.35973508
X368,45278,71882,45969,74290,45508.98769,70715.18383,43568.73481,73208.50247,368,SVD:TSLM,0.005088564,0.016365206,0.053614606,0.014664522,2.24332246
X369,35080,42214,35025,38575,33819.07499,39796.848,30527.01852,44964.18779,369,SVD:TSLM,0.036602088,0.058947129,0.137233958,0.15296265,9.643645631
X370,42008,53633,36349,45627,40397.4568,50980.28259,40952.13419,57162.29155,370,SVD:TSLM,0.039088266,0.050714734,0.119096162,0.224445395,10.83361391
X371,34272,46429,31744,44437,30250.95466,43994.01119,28946.68178,47046.93081,371,SVD:TSLM,0.124639219,0.053857724,0.092182791,0.057057688,8.193435575
X372,47066,60708,42484,53491,47559.37023,63302.53762,48273.45589,65552.52836,372,SVD:TSLM,0.010427864,0.041843825,0.127580833,0.20264064,9.562329019
X373,24698,30502,24980,27054,24086.89563,29086.71015,23583.26338,30798.01811,373,SVD:TSLM,0.025053015,0.047501946,0.057522354,0.129434313,6.487790719
X374,39771,46389,35100,41227,38505.48752,46212.49122,34738.93354,51265.33156,374,SVD:TSLM,0.032334422,0.003812223,0.010339976,0.217063002,6.588740576
X375,47215,64001,41928,63205,42398.3419,58118.74223,39594.81192,69002.47308,375,SVD:TSLM,0.107498683,0.096335902,0.057240128,0.087702653,8.71943414
X376,41785,57048,37692,49780,38106.65157,53960.92877,35779.624,60657.4425,376,SVD:TSLM,0.092083424,0.055618431,0.05205754,0.196988309,9.918692601
X377,45047,56245,41115,53022,39797.33591,50980.19844,39712.32228,58852.8805,377,SVD:TSLM,0.123748133,0.098200827,0.034708009,0.104239316,9.022407118
X378,36684,44634,34124,40078,36585.90814,45345.43307,36229.60078,47327.70718,378,SVD:TSLM,0.002677548,0.015813237,0.059857655,0.165886357,6.105869947
X379,20733,27639,21747,23876,22631.89344,25891.11718,18892.02602,29626.57147,379,SVD:TSLM,0.087577452,0.065304651,0.140504055,0.214964302,12.70876152
X380,75809,91148,68163,80846,72941.42128,94088.61575,73072.44878,95788.77286,380,SVD:TSLM,0.038555571,0.031749832,0.069521481,0.169194011,7.725522387
X381,50888,58262,45384,54356,46831.90001,57543.8035,44944.17631,61014.53517,381,SVD:TSLM,0.083014821,0.012403463,0.00973835,0.115428695,5.514633219
X382,38794,53599,37742,50634,34867.08928,51653.32691,36474.76377,56224.01218,382,SVD:TSLM,0.106621033,0.036971593,0.034149595,0.104625045,7.059181668
X383,93876,112228,95110,96341,86819.43302,104202.0345,81429.19813,108413.3695,383,SVD:TSLM,0.078104542,0.074166837,0.15498883,0.117920507,10.62951787
X384,51967,61325,45295,59125,47045.19435,57516.35738,47281.62206,58969.47208,384,SVD:TSLM,0.099418171,0.064096249,0.042918439,0.002633958,5.226670429
X386,35359,46356,32571,44769,33509.55063,42302.61615,34882.50466,51400.52439,386,SVD:TSLM,0.053709548,0.091438013,0.068536236,0.13791322,8.789925435
X387,46585,65160,44961,62453,46834.43352,59495.40341,42971.02064,63498.2671,387,SVD:TSLM,0.005340078,0.090884092,0.045261768,0.016597961,3.952097472
X388,50729,68035,47085,55780,55460.44515,70059.78677,52055.33976,71413.57024,388,SVD:TSLM,0.089113285,0.029324594,0.100268766,0.245823279,11.61324809
X389,62933,75435,55840,62434,53962.25286,69131.298,56432.51342,73112.14779,389,SVD:TSLM,0.153483515,0.087208459,0.010554915,0.157557378,10.22010665
X390,61876,81453,56114,70620,58941.09826,77180.8674,54677.62152,86601.66902,390,SVD:TSLM,0.048584212,0.053861545,0.02592937,0.203301099,8.291905638
X391,26858,33595,24295,34381,28927.36688,34794.19434,27310.46925,38784.02004,391,SVD:TSLM,0.074190312,0.035069702,0.116866266,0.12035861,8.66212224
X392,35814,46682,33150,38965,38926.16628,49242.20697,38064.60236,51543.59864,392,SVD:TSLM,0.083279619,0.053379789,0.138022321,0.277953671,13.81588501
X393,31370,38536,29027,37058,28457.77974,41001.02145,30308.78817,39779.07746,393,SVD:TSLM,0.097353446,0.061984253,0.043204555,0.070827198,6.834236324
X394,46067,57954,45206,53041,43592.50462,58995.81666,42164.1054,59355.95662,394,SVD:TSLM,0.055197614,0.017816474,0.069632389,0.112368819,6.375382401
X395,21143,24653,18044,22115,21461.49166,25844.36454,21143.72425,27109.54452,395,SVD:TSLM,0.014951084,0.047185217,0.158198737,0.202929029,10.58160168
X396,54606,68568,50312,66555,51776.67409,63632.6882,48264.54141,73248.31484,396,SVD:TSLM,0.053191479,0.074663935,0.041540483,0.095753307,6.628730114
X397,31002,40737,26382,37173,31323.68176,40917.29439,29465.39589,40480.24996,397,SVD:TSLM,0.010322607,0.004416042,0.11042219,0.08517995,5.258519721
X398,26979,40026,27475,35757,24800.82049,34864.1942,25168.2978,39224.777,398,SVD:TSLM,0.08413237,0.137849978,0.087635171,0.092496528,10.05285116
X400,43359,56915,42205,55030,42827.5449,55328.8576,41411.39993,61006.77921,400,SVD:TSLM,0.01233267,0.028262436,0.018981924,0.103015255,4.064807113
X401,38519,49074,35102,47446,35150.34345,49326.981,36329.78462,52544.7802,401,SVD:TSLM,0.091453416,0.005141839,0.034376423,0.101985007,5.823917114
X402,32272,38727,28741,38141,27394.90835,37613.67649,28986.82457,36556.00309,402,SVD:TSLM,0.16347727,0.029167242,0.008516675,0.042438032,6.089980505
X403,41690,50659,37655,43301,42402.16966,50610.13103,41366.58742,49119.1848,403,SVD:TSLM,0.016937835,0.000965131,0.093938569,0.125907231,5.943719159
X404,26841,34237,26741,34553,26771.77218,32032.98045,25015.65953,34811.58859,404,SVD:TSLM,0.002582512,0.066516378,0.066671245,0.007455925,3.580651527
X405,20635,32470,17502,29320,22190.30765,32288.15032,20539.59834,35245.80557,405,SVD:TSLM,0.072634978,0.005616272,0.159698776,0.183558635,10.53771652
X406,38470,49199,39036,45640,37269.79411,46528.25206,34178.61467,50019.3345,406,SVD:TSLM,0.031692874,0.055799114,0.132688954,0.091561049,7.793549796
X408,25537,34701,25010,34748,25053.14624,31761.99263,23371.74713,33081.94304,408,SVD:TSLM,0.01912838,0.088440416,0.067721939,0.049124528,5.610381573
