,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type
X347,28933,34384,28913,31585,28187.94605,31611.13795,29506.34558,30594.85391,347,HTS:MO
X349,52107,55413,45485,44761,53333.59904,53333.59904,53333.59904,53333.59904,349,HTS:MO
X350,35960,49605,35460,42868,34694.43997,45430.93322,37266.07191,43155.71695,350,HTS:MO
X351,31513,42135,28745,38664,33610.80864,38199.81929,35532.15927,37082.90964,351,HTS:MO
X352,37548,45989,33748,37552,36412.93539,41306.95005,38960.90089,38960.90089,352,HTS:MO
X353,46325,47529,44182,44224,50570.64775,50275.47281,50286.76874,50413.28425,353,HTS:MO
X354,43812,57249,40633,45878,44946.1533,54497.04822,47591.25987,52444.42041,354,HTS:MO
X355,51882,60395,48212,53601,49619.47334,57344.20164,53258.09729,53258.09729,355,HTS:MO
X356,37087,41469,34830,38435,34354.01058,38477.49552,35648.57901,37214.92766,356,HTS:MO
X357,42303,54973,39230,49305,38447.88603,44325.77899,44325.77899,44325.77899,357,HTS:MO
X358,50707,65568,46154,59156,52575.11555,64051.12473,57129.40368,61304.2193,358,HTS:MO
X359,36161,42793,37042,38237,37193.6409,40502.15128,39644.46074,39644.46074,359,HTS:MO
X360,36782,48373,33445,41100,33408.44621,45933.24194,36311.39553,43440.80959,360,HTS:MO
X361,31513,43967,28071,43021,31246.26884,40056.94299,33590.48597,38237.73796,361,HTS:MO
X362,49144,61228,48612,57435,50877.69105,60700.25684,53508.20159,58246.35407,362,HTS:MO
X363,41661,50943,37779,41770,34697.5072,46577.36746,37579.65187,44394.45306,363,HTS:MO
X364,28652,34528,28560,34036,29160.85177,30409.08361,30409.08361,30409.08361,364,HTS:MO
X366,30998,40848,28354,40354,30511.24044,40370.04462,32757.15174,38338.71382,366,HTS:MO
X367,29325,40327,23561,32483,24054.85713,37139.85986,28138.91304,34330.50852,367,HTS:MO
X368,45278,71882,45969,74290,50201.54204,66110.61728,56031.48625,62567.16236,368,HTS:MO
X369,35080,42214,35025,38575,32851.59691,41653.77019,35158.31884,39616.28549,369,HTS:MO
X370,42008,53633,36349,45627,34967.16843,50007.3362,40572.16475,46491.14529,370,HTS:MO
X371,34272,46429,31744,44437,33938.65373,44362.05304,36752.89926,42262.63522,371,HTS:MO
X372,47066,60708,42484,53491,47033.36164,58953.41927,52031.97755,56050.94767,372,HTS:MO
X373,24698,30502,24980,27054,25523.81489,28947.52095,26554.08662,27917.36265,373,HTS:MO
X374,39771,46389,35100,41227,34248.88274,45823.94598,36974.48978,43740.14397,374,HTS:MO
X375,47215,64001,41928,63205,42753.62218,61303.26589,47309.25876,57273.93132,375,HTS:MO
X376,41785,57048,37692,49780,41311.02476,53974.54124,44785.85865,51453.19216,376,HTS:MO
X377,45047,56245,41115,53022,45057.5692,52717.76498,47243.68814,49986.52004,377,HTS:MO
X378,36684,44634,34124,40078,38782.43299,44106.42174,40130.84009,42257.68294,378,HTS:MO
X379,20733,27639,21747,23876,17675.67514,25856.06788,20665.87635,23958.88305,379,HTS:MO
X380,75809,91148,68163,80846,75666.33047,91341.47415,80067.7596,87506.31401,380,HTS:MO
X381,50888,58262,45384,54356,48123.90554,57463.98885,50700.27099,55177.32769,381,HTS:MO
X382,38794,53599,37742,50634,39142.95777,52439.45943,41875.47944,49760.98751,382,HTS:MO
X383,93876,112228,95110,96341,92555.33714,105949.5678,95809.18601,103486.1736,383,HTS:MO
X384,51967,61325,45295,59125,51228.63603,57477.47705,53270.62049,56026.46076,384,HTS:MO
X386,35359,46356,32571,44769,34324.45501,47138.69449,38418.10493,44352.80612,386,HTS:MO
X387,46585,65160,44961,62453,48293.12724,57250.87188,51116.90329,54603.31198,387,HTS:MO
X388,50729,68035,47085,55780,54230.42162,66187.65172,58862.18599,63350.05214,388,HTS:MO
X389,62933,75435,55840,62434,58843.99624,68659.85905,61593.23653,66120.82747,389,HTS:MO
X390,61876,81453,56114,70620,53375.75878,77437.10814,58813.76258,73228.12458,390,HTS:MO
X391,26858,33595,24295,34381,29469.59874,35727.07306,30839.76716,34656.92369,391,HTS:MO
X392,35814,46682,33150,38965,38831.02896,48243.22601,41209.69477,46219.70784,392,HTS:MO
X393,31370,38536,29027,37058,30487.37133,36060.23501,33148.10271,34669.85436,393,HTS:MO
X394,46067,57954,45206,53041,44577.93193,55514.55644,47467.31185,53097.78194,394,HTS:MO
X395,21143,24653,18044,22115,21334.37932,25104.68955,22095.0828,23986.99777,395,HTS:MO
X396,54606,68568,50312,66555,53400.58768,63568.8176,59176.86543,59176.86543,396,HTS:MO
X397,31002,40737,26382,37173,31403.26806,38066.5803,33335.46772,36595.34341,397,HTS:MO
X398,26979,40026,27475,35757,28272.34614,36541.27564,30440.9863,34756.64871,398,HTS:MO
X400,43359,56915,42205,55030,46060.15048,58158.3494,49156.0344,55781.04602,400,HTS:MO
X401,38519,49074,35102,47446,38516.34129,47612.98695,41228.01165,45321.4754,401,HTS:MO
X402,32272,38727,28741,38141,32668.80111,34686.16185,33890.64552,33890.64552,402,HTS:MO
X403,41690,50659,37655,43301,40032.12568,46035.3083,41490.55342,44434.3523,403,HTS:MO
X404,26841,34237,26741,34553,27731.59532,31052.57221,27784.11568,30108.53887,404,HTS:MO
X405,20635,32470,17502,29320,19028.75825,31305.94221,22420.82679,28851.06978,405,HTS:MO
X406,38470,49199,39036,45640,39121.53321,47176.59472,42097.81553,45648.92925,406,HTS:MO
X408,25537,34701,25010,34748,24833.93395,30800.52566,26987.33321,29424.30852,408,HTS:MO
X409,30724,42115,32184,40118,27567.97042,39775.95858,31768.93456,37020.61345,409,HTS:MO
X410,30199,45137,26480,39999,33209.24121,42687.58783,36690.2246,40485.01784,410,HTS:MO
X411,48195,64022,50609,58601,48037.81494,60655.96154,52803.90401,57690.10556,411,HTS:MO
X414,36778,43908,38237,37249,35873.64058,43294.96435,37583.13879,41209.28577,414,HTS:MO
X415,35669,42844,35685,37391,33963.40477,39911.45227,36077.09088,38399.45987,415,HTS:MO
X416,62834,78204,56190,64512,59153.09785,72958.74977,62262.97128,69514.81248,416,HTS:MO
X417,34830,45661,30839,40429,34849.02307,46611.3216,39012.49466,43921.5837,417,HTS:MO
X418,25556,35938,22583,33639,25621.89299,34145.80599,27535.06036,32662.04345,418,HTS:MO
X419,28254,34519,24302,30417,26606.18405,34300.19725,28701.87835,32558.88028,419,HTS:MO
X421,56795,63242,56897,67095,54019.9714,58246.41171,55633.17992,55633.17992,421,HTS:MO
X422,25482,30485,21177,23196,24906.5306,27976.70897,26587.11625,26587.11625,422,HTS:MO
X423,81096,89292,79174,74966,77843.39756,84533.9204,77202.8575,80150.20954,423,HTS:MO
X424,40149,45802,34648,38244,38965.5446,48493.87818,43150.65486,46146.98525,424,HTS:MO
X425,16894,19315,15628,19170,17975.39361,21024.81006,18713.96278,20465.12246,425,HTS:MO
X426,25234,33037,22873,28999,26136.7057,31784.41039,27581.33687,30709.30265,426,HTS:MO
X431,52108,65314,47652,54974,52103.36955,62967.27474,54997.3786,61496.17213,431,HTS:MO
X432,60378,76447,63791,71751,62985.85334,70817.41489,65001.251,69040.62573,432,HTS:MO
X433,34249,46080,34745,40105,30522.70433,38558.66837,32038.05007,36066.35897,433,HTS:MO
X435,15909,19636,15119,16581,16961.06879,20268.59905,17610.62161,19746.60934,435,HTS:MO
X436,30890,36690,26695,33552,28819.02436,34313.60804,30227.01218,33131.33664,436,HTS:MO
X437,39900,49552,38009,47403,40674.63493,41446.44191,42583.19059,42583.19059,437,HTS:MO
X438,29547,36834,25033,34726,27342.42491,37511.00833,30948.24638,35183.82597,438,HTS:MO
X439,34894,47790,33053,40433,36231.48521,47535.35596,38952.27419,45236.64852,439,HTS:MO
X440,29941,35606,26400,34581,27231.96583,34493.07251,29177.25395,32815.51149,440,HTS:MO
X441,36631,42146,30475,35830,36183.15894,43369.64245,38656.52926,41747.5314,441,HTS:MO
X442,23074,31640,21784,32403,22740.3701,29412.53924,24571.18869,28073.68079,442,HTS:MO
X443,27154,35131,25923,32550,28025.44903,31592.08618,30422.46403,30422.46403,443,HTS:MO
X444,67370,76919,62744,68279,67264.17277,70630.61684,70262.54041,70262.54041,444,HTS:MO
X445,49388,55283,46404,49404,48027.60279,51525.74627,48868.83213,50307.83224,445,HTS:MO
X446,22900,30181,21197,31528,25441.20125,31005.31434,26741.93905,30008.65354,446,HTS:MO
X447,31673,35934,27114,26337,28402.2753,33241.59096,29805.46802,31696.061,447,HTS:MO
X448,45255,55308,41534,46728,45813.05415,54067.13243,48197.94584,52091.71814,448,HTS:MO
X449,52613,70210,55694,66478,61329.60936,67120.93195,65373.71817,65373.71817,449,HTS:MO
X450,45612,60829,48872,61572,43977.27604,56841.45832,46759.08495,53552.20834,450,HTS:MO
X451,29540,38092,30593,32964,28235.51029,35782.6241,30313.7679,34276.65873,451,HTS:MO
X452,23544,33613,22774,33460,23032.85591,32074.36816,25213.17238,29758.29284,452,HTS:MO
X453,68516,76914,76366,80155,61987.48402,69824.2836,60054.27851,64706.21838,453,HTS:MO
X454,31089,41368,28189,39779,27549.47313,38146.56167,29851.75177,36344.46636,454,HTS:MO
X455,50535,52056,41134,46782,43710.4327,48681.03686,43372.90205,49101.61509,455,HTS:MO
X456,30409,38117,25658,34517,31831.09394,39070.22102,33847.02324,37355.34461,456,HTS:MO
X458,39550,51795,45534,43760,38246.9504,48308.88446,40795.28458,46201.89877,458,HTS:MO
X459,47835,63968,41724,61490,45696.75081,59490.44322,49526.51951,56178.98416,459,HTS:MO
X460,18908,25854,19400,26624,17253.64735,25360.52592,18981.59364,23599.91405,460,HTS:MO
X461,25509,29714,23398,30442,24980.81287,29240.11547,26808.04028,28300.32309,461,HTS:MO
X462,24502,26914,23753,28615,24923.42773,30517.20783,26482.72153,29214.39153,462,HTS:MO
X463,31570,39318,27243,30854,31729.08853,38559.2122,33449.57778,36727.23954,463,HTS:MO
X464,59201,70404,58558,59418,58370.51385,66005.43119,60175.32039,63820.78161,464,HTS:MO
X465,41346,56460,43438,49920,40995.41789,51326.44889,43932.28193,49104.66151,465,HTS:MO
X466,39394,51245,33316,44861,37484.60272,50416.75168,40633.32959,47659.48707,466,HTS:MO
X467,77896,87564,67454,73051,72968.45395,82590.04245,75786.56929,79575.04208,467,HTS:MO
X468,34052,41103,32814,44479,35095.94979,39287.06253,37241.52224,38749.02409,468,HTS:MO
X469,59750,79722,52816,71969,59197.29437,77755.31203,63727.2468,73567.95409,469,HTS:MO
X470,62091,79191,57430,69820,68891.76604,78368.19394,72666.18179,76661.21881,470,HTS:MO
X472,30426,36735,25905,30382,26486.22878,33285.50306,27854.59351,32192.5239,472,HTS:MO
X473,16422,22886,15422,20415,18226.54626,22322.55715,19326.91767,21518.91272,473,HTS:MO
X474,39835,49003,35029,45582,39770.74787,45557.1816,43732.10879,43732.10879,474,HTS:MO
X475,31656,41308,30856,35515,33325.88104,40487.21896,35138.41362,39002.53287,475,HTS:MO
X476,31939,39235,28753,37743,28971.7471,37569.56282,31295.34835,35702.80346,476,HTS:MO
X478,36680,46390,32295,42703,33552.927,43160.44738,37502.82955,40834.45293,478,HTS:MO
X479,62207,72279,57897,77872,59760.81731,69692.83351,62402.66656,67214.7765,479,HTS:MO
X480,25098,30608,23300,28958,24793.72584,31851.45875,26639.56952,30347.68742,480,HTS:MO
X481,30548,39132,30193,36220,30067.74954,36060.31876,32726.98069,34581.1341,481,HTS:MO
X482,41226,51081,37877,48018,43794.32738,50104.67048,46388.05456,49377.13265,482,HTS:MO
X483,25117,32220,22563,30480,24850.07702,31643.76745,26802.91928,30033.33523,483,HTS:MO
X484,43665,51336,42150,41955,42498.25048,47828.36247,44930.69221,44930.69221,484,HTS:MO
X486,22197,28565,20303,27423,21927.58445,28615.98466,24352.45762,27070.24696,486,HTS:MO
X487,36875,48802,37639,45750,38232.24059,45071.4418,41000.26006,43323.15506,487,HTS:MO
X488,20332,26306,17831,19871,18888.10463,24090.75188,20029.69384,22617.96334,488,HTS:MO
X489,35972,51917,33542,51792,31778.93013,50478.91614,36317.81824,46716.12026,489,HTS:MO
X491,33695,46791,35345,46632,36592.47392,44785.44397,38973.90206,42993.43654,491,HTS:MO
X493,46183,56948,42833,49932,44246.22032,58406.33726,49328.10518,55148.27588,493,HTS:MO
X494,49497,57274,42296,52151,48350.56417,60106.44583,51006.47701,58050.56225,494,HTS:MO
X495,26283,40274,26089,36984,25901.98107,34981.83191,28924.70336,32965.38717,495,HTS:MO
X496,38227,51907,36185,45805,40104.6687,52914.10357,44413.49195,50054.67742,496,HTS:MO
X497,46710,56102,47730,54045,49316.02357,53516.41352,52558.5658,52558.5658,497,HTS:MO
X499,28319,36068,28820,36149,30942.82348,36235.64369,32130.5462,35314.44906,499,HTS:MO
X502,52598,68567,54188,63491,56204.11652,66879.54073,58791.01892,64919.50467,502,HTS:MO
X503,33331,47105,33618,45993,35722.60013,44117.64773,38765.68205,42177.63848,503,HTS:MO
X504,37177,45538,36182,38250,34268.9038,42343.03556,36093.77835,40930.60996,504,HTS:MO
X505,23577,30360,23033,32100,24808.20405,30175.9478,25901.29885,28893.8049,505,HTS:MO
X506,36508,46350,33206,46741,38782.19727,47280.1597,41763.24192,45344.85129,506,HTS:MO
X507,43637,55748,40687,48637,44448.51453,55086.03151,47506.7305,52662.66172,507,HTS:MO
X508,37107,48241,34062,45170,36121.32304,46928.45277,41215.76514,44235.51236,508,HTS:MO
X509,30133,41808,30896,39017,29789.95412,39837.44048,32352.30941,37818.93397,509,HTS:MO
X510,43002,52186,41099,48488,41858.36199,51876.46932,44717.87683,49327.8418,510,HTS:MO
X511,31700,36916,34029,32689,31598.09616,35459.2329,32595.50519,34329.40249,511,HTS:MO
X513,95608,115381,88531,93565,92991.37003,110089.9951,97175.55212,106929.7187,513,HTS:MO
X515,47559,58847,41232,51410,50138.9541,57760.6292,52175.04655,55640.46141,515,HTS:MO
X516,29446,39080,27272,37338,32476.42062,38550.715,34438.90683,37110.79295,516,HTS:MO
X517,31405,43426,31657,40657,30857.01608,39050.28572,31306.02483,36819.18051,517,HTS:MO
X519,27168,38147,27237,35236,28581.56792,32281.07581,30849.1509,30849.1509,519,HTS:MO
X520,24226,28962,24700,25379,20852.94354,23963.98018,23293.25531,22912.60166,520,HTS:MO
X521,26585,36549,28444,32310,26779.48741,33648.25479,28210.91156,31165.18526,521,HTS:MO
X523,74753,90240,70826,72045,77509.82367,84610.00828,79531.27469,82587.06005,523,HTS:MO
X524,48565,59832,46441,55428,48650.47059,55144.27289,50530.48959,52763.71811,524,HTS:MO
X525,52783,61533,52169,52224,52344.88857,60131.47432,54876.62558,58460.04857,525,HTS:MO
X526,56854,72081,48557,65851,52504.40632,68395.91284,57206.58045,64917.87819,526,HTS:MO
X527,61272,66119,51811,61074,59699.43361,67655.03821,62165.93607,65354.28371,527,HTS:MO
X528,54089,68926,53719,65126,49297.66893,70382.96394,56248.51407,65723.49049,528,HTS:MO
X529,43890,55836,42158,47386,42523.47006,52008.72533,44889.58111,49208.76081,529,HTS:MO
X530,45490,51666,54945,52680,46243.48673,49034.99274,42345.40182,43765.97346,530,HTS:MO
X531,30588,35148,26148,25809,28995.04249,31198.82062,29709.05152,30373.70159,531,HTS:MO
X532,60672,65138,56870,56234,62739.67215,69605.40813,64270.21305,68416.06232,532,HTS:MO
X533,59972,70937,51965,71939,57470.31207,66694.19938,60205.43947,64508.9662,533,HTS:MO
X535,44723,53051,39539,46253,41010.73684,51241.26405,43923.26,49157.9055,535,HTS:MO
X536,43829,52098,38998,52268,43066.80701,51932.88286,45910.39609,49691.93644,536,HTS:MO
X537,29336,37517,32606,40661,31147.58311,39344.82436,33060.60406,37878.25228,537,HTS:MO
X538,21984,26596,19086,21838,19871.02774,24921.88708,21103.28694,23493.04102,538,HTS:MO
X541,33405,45214,31093,43038,36680.48623,45086.96612,38647.76779,42571.07269,541,HTS:MO
X543,11872,19518,11139,18379,12730.51589,18663.68312,14413.4518,17458.11,543,HTS:MO
X544,67475,90567,64455,82858,68419.51749,84302.8706,75358.16098,80395.37382,544,HTS:MO
X545,53350,74017,50062,68137,50159.17363,73923.26049,58318.11711,68565.53378,545,HTS:MO
X546,91254,96360,82389,71901,75204.8387,90840.05119,78888.07455,87071.93425,546,HTS:MO
X548,27033,34405,23699,27638,28175.08221,33213.02701,27689.62794,32807.49064,548,HTS:MO
X549,27470,30855,24980,25891,26834.94706,30156.852,27778.68612,29153.19253,549,HTS:MO
X550,25380,35475,27763,31160,37969.87043,39364.4646,40706.37549,41321.09886,550,HTS:MO
X551,37297,44075,31969,37715,34316.19006,40759.76524,33695.8239,43796.51918,551,HTS:MO
X552,33500,55152,36824,51850,33885.93868,52624.12292,39045.92129,48885.05816,552,HTS:MO
X553,38441,48610,42315,43572,40548.31827,45164.64129,41804.25005,43795.66236,553,HTS:MO
X554,31797,35685,31918,30937,29785.52593,32199.49138,30410.62762,31111.18778,554,HTS:MO
X556,37245,48358,34244,42886,36422.32615,46839.1666,40443.65468,44370.23615,556,HTS:MO
X557,21092,27182,17839,25243,22800.41246,27257.7294,24119.64629,26289.49533,557,HTS:MO
X558,17833,22948,17304,19492,15769.49257,20411.10783,16744.73568,19640.77165,558,HTS:MO
X559,30401,38522,27744,40742,27533.79329,38095.78644,31540.32166,35609.0725,559,HTS:MO
X560,78283,102403,73752,83200,80745.63078,92234.39528,83936.47458,87921.73998,560,HTS:MO
X561,37192,44786,35376,42382,34682.87832,43954.51713,37259.39953,41883.34435,561,HTS:MO
X562,116764,126637,114281,114498,119845.6974,128382.3617,123693.6143,126912.7818,562,HTS:MO
X563,23742,27719,20633,24678,29018.77648,32249.32009,30912.79805,32178.27504,563,HTS:MO
X564,32017,39352,29343,31698,31931.35024,38460.55924,34903.46154,36841.36,564,HTS:MO
X565,33304,41858,31654,39541,34684.03247,43520.62473,37266.06938,41575.97135,565,HTS:MO
X566,29246,37009,26124,30428,28116.78869,36438.15351,30174.69539,34749.56288,566,HTS:MO
X567,24852,32553,23633,32879,27345.90429,32190.98883,29286.08026,31027.74105,567,HTS:MO
X568,28753,33531,29271,31374,28566.48353,33270.56654,29948.97369,32079.67204,568,HTS:MO
X569,26499,27318,24607,23373,24530.32707,27441.77517,25053.19434,27071.11475,569,HTS:MO
X570,20027,26098,18319,24020,21632.73005,26441.22325,23609.52179,25277.09889,570,HTS:MO
X572,36956,44491,32218,40244,34122.8917,42888.89128,37895.57087,40739.88412,572,HTS:MO
X574,47423,63814,47719,59919,43229.3231,58011.95493,46520.62309,54734.66533,574,HTS:MO
X576,34418,47444,29138,39951,33679.67189,47060.0539,36435.56849,44364.79225,576,HTS:MO
X577,26844,34318,24924,27936,25361.93811,30777.76416,28843.9032,28843.9032,577,HTS:MO
X578,67448,79549,68182,75517,56422.64274,71229.75396,57343.5449,66010.66977,578,HTS:MO
X579,40732,53124,37679,45458,42621.55957,51465.03865,45966.57134,49385.26465,579,HTS:MO
X580,57271,63578,52231,50890,57937.5121,60901.26595,60045.64059,59698.06633,580,HTS:MO
X581,23681,36837,22905,35039,26110.22154,34075.46183,28739.81009,32313.9872,581,HTS:MO
X582,30467,40929,31253,38866,37696.39299,42475.41283,39533.45288,41773.15134,582,HTS:MO
X583,22413,28337,20180,26511,21741.93932,27481.85807,23273.73314,26209.31691,583,HTS:MO
X584,25774,32219,26003,30328,26408.07283,31125.82698,27976.62196,29987.98481,584,HTS:MO
X585,25829,35630,23101,30393,24519.25234,32385.33034,26573.55421,31981.63765,585,HTS:MO
X586,84383,96502,76286,88658,85631.98156,94187.30879,88316.86288,91667.07323,586,HTS:MO
X588,34411,43220,32254,37161,34572.50466,39534.83832,35888.92343,37792.88811,588,HTS:MO
X589,30164,33860,24802,35251,25222.79784,32424.431,27410.86225,30765.52737,589,HTS:MO
X590,27845,34560,28777,31036,27385.58887,33422.60379,28702.81224,31888.64371,590,HTS:MO
X591,31282,37733,31348,37867,30438.46179,34640.16011,31771.73924,33546.34249,591,HTS:MO
X592,23390,27069,19502,24912,22946.87451,27955.19332,24384.63978,26749.33438,592,HTS:MO
X593,55577,66213,50936,56075,52068.23893,58392.65789,55291.76457,55291.76457,593,HTS:MO
X594,24594,27726,22463,24585,21984.47846,26916.73965,24152.76296,25701.66048,594,HTS:MO
X595,83782,93451,66842,81036,77568.62294,95556.44359,82387.91857,91414.96638,595,HTS:MO
X596,26805,33372,27411,29747,25359.62376,30249.77815,26066.47786,28695.46803,596,HTS:MO
X597,28128,33651,28984,32870,28510.03503,31416.90606,29626.28155,30768.52291,597,HTS:MO
X599,55241,66397,49073,53858,51617.90938,61200.70785,53818.76387,59153.82702,599,HTS:MO
X600,38924,51080,34994,48666,37344.86518,47197.59451,40607.1943,44506.97641,600,HTS:MO
X601,25238,32754,25636,28735,24957.69137,30995.6541,26467.76335,29603.51906,601,HTS:MO
X602,34009,43219,34829,37764,33985.49306,39956.35348,35905.34831,38620.63635,602,HTS:MO
X603,34644,47580,35573,45268,38975.65784,47413.63793,40961.88558,45273.64404,603,HTS:MO
X605,37861,53382,37985,47423,37314.11382,46284.16771,39687.59741,44391.22771,605,HTS:MO
X606,30768,37993,27998,33929,30410.61641,36709.73682,32172.61579,35340.95236,606,HTS:MO
X607,17203,27071,15780,25465,19202.04005,24859.61511,21332.91868,23531.3142,607,HTS:MO
X608,45868,64129,45278,64747,48211.10539,62526.07246,51961.78549,59405.6286,608,HTS:MO
X609,26940,30643,23819,27048,24401.64684,30789.88817,26065.747,29559.27654,609,HTS:MO
X610,20199,27687,18668,23855,21015.87192,26468.6875,22929.91762,25226.50955,610,HTS:MO
X613,32919,39276,31528,35777,35700.96247,40687.67492,37367.81484,40068.50582,613,HTS:MO
X614,40206,41105,35472,37098,36879.73759,42051.65284,38198.0757,38198.0757,614,HTS:MO
X615,47478,62302,47221,55958,50678.46515,60359.25557,53505.45739,58419.30092,615,HTS:MO
X616,44564,51555,39347,45773,43346.24887,53587.77173,46436.73715,51086.84051,616,HTS:MO
X617,37724,44589,31812,40573,34192.78888,40676.33206,36105.38023,39162.71666,617,HTS:MO
X618,39976,50907,40311,43977,36846.41031,46761.19344,39589.788,44469.48418,618,HTS:MO
X621,32190,40588,27625,33184,28944.29052,38379.95976,31303.89902,36378.99643,621,HTS:MO
X622,23992,29414,22735,27423,22913.23067,28226.08527,23800.3513,26458.87102,622,HTS:MO
X623,32362,41575,33410,40558,39440.44405,41021.23161,40744.88393,40793.19405,623,HTS:MO
X624,36489,43628,33306,40556,38287.33977,42158.62874,40668.19158,40668.19158,624,HTS:MO
X625,32422,40329,28945,37000,32238.8656,39558.37046,34314.88671,38071.16837,625,HTS:MO
X626,49891,64629,43517,62203,47172.80793,59572.49822,50673.14993,56862.94587,626,HTS:MO
X627,34579,45825,38501,42323,32636.89075,42885.221,35116.33445,40872.63969,627,HTS:MO
X628,31668,38443,28796,38329,28577.08128,40255.27117,34296.66389,37336.94677,628,HTS:MO
X630,32005,37989,30401,38088,34769.23672,40722.69899,37785.88176,40239.91806,630,HTS:MO
X631,30513,37535,26851,31052,29376.60233,37005.67327,31488.89976,35478.21775,631,HTS:MO
X632,41813,50546,38349,41545,39343.87756,49075.41964,41981.70209,46918.17454,632,HTS:MO
X634,35057,46742,31786,43510,34818.25355,43905.76833,37370.15175,41962.55487,634,HTS:MO
X635,29041,40874,27195,40911,27290.14471,39841.85169,30181.40667,37247.97644,635,HTS:MO
X639,22112,27851,20230,26645,24417.12278,29665.01643,25938.17659,28575.2475,639,HTS:MO
X640,62545,79095,58463,66128,58928.66822,77910.00139,63886.94972,73923.09844,640,HTS:MO
X641,25097,34955,24416,32740,30791.52348,34987.56827,32332.66335,34196.7374,641,HTS:MO
X642,16933,20966,16280,18087,20051.69638,21765.47963,20790.91121,21454.06859,642,HTS:MO
X643,42582,51979,37228,47857,40795.78434,51341.66625,43847.90539,48535.28585,643,HTS:MO
X645,52398,69854,51034,80563,54150.4454,67727.0154,57241.24112,65339.85971,645,HTS:MO
X647,30997,41237,26948,37678,27458.73249,38621.49074,30304.60023,35962.88306,647,HTS:MO
X648,34164,46539,31489,35924,33906.09405,41351.0979,36179.40781,39763.69131,648,HTS:MO
X649,17477,24681,16117,22856,18640.13006,24312.41573,19475.15653,23005.02801,649,HTS:MO
X651,38055,46590,36248,40712,42378.65176,45604.71197,44171.11495,44171.11495,651,HTS:MO
X652,34896,46140,32226,46163,33397.67397,44484.16115,37447.98621,41913.58086,652,HTS:MO
X653,30291,37653,28445,36562,31516.7132,35854.56184,34232.77897,34232.77897,653,HTS:MO
X654,35994,44718,30792,43287,32931.62817,43118.85451,36879.61562,40700.88165,654,HTS:MO
X655,43497,57667,38396,54786,47906.53592,55682.76734,51277.18677,54090.14601,655,HTS:MO
X656,16812,21684,16257,19595,16520.72633,21309.43965,18234.76362,20208.91243,656,HTS:MO
X657,28764,37369,25236,35394,32017.64631,40294.62744,34103.53925,38734.40314,657,HTS:MO
X658,29850,40842,27788,33046,29849.69187,38556.5785,32676.30422,36686.22973,658,HTS:MO
X659,27536,35674,27488,32058,29647.2877,34996.93889,32811.19222,32811.19222,659,HTS:MO
X661,39182,49291,40120,35440,39081.48297,44301.73052,40092.2889,43486.64876,661,HTS:MO
X662,38972,51584,31712,48112,38304.76112,58345.55987,43741.13268,54046.86055,662,HTS:MO
X663,32185,40288,35266,37669,35461.33217,38298.62024,36136.88152,37893.51913,663,HTS:MO
X664,26598,35574,24510,33918,25853.09658,34333.90616,28095.08143,32578.43431,664,HTS:MO
X665,40549,53093,40698,49812,42639.59634,49445.9316,46205.97553,47748.26149,665,HTS:MO
X666,32804,49347,35824,52646,34166.51713,48460.81926,37363.59992,45548.40808,666,HTS:MO
X667,45495,60732,40409,53936,45773.04998,53508.98985,51102.33542,51102.33542,667,HTS:MO
X668,48193,60747,43985,52637,45098.09788,57803.01362,47979.89064,55144.30266,668,HTS:MO
X672,45280,53999,43621,48167,48405.2077,53980.09661,51257.7544,51257.7544,672,HTS:MO
X673,41325,53679,42415,55411,40224.46326,49238.09127,43047.9249,46903.3878,673,HTS:MO
X674,41821,49710,37819,50034,44521.73783,49664.89002,43932.66958,47316.1326,674,HTS:MO
X675,18179,26269,16010,23477,19581.38342,23738.98837,21118.60279,22770.1355,675,HTS:MO
X676,61965,69670,63498,58869,68305.44888,71455.52537,67246.54176,70056.391,676,HTS:MO
X678,37942,49113,35776,45442,38589.85492,49365.11121,42814.70682,47107.72973,678,HTS:MO
X679,53105,65544,49528,55409,51588.86014,63300.5655,54398.31196,60612.27641,679,HTS:MO
X680,30676,33303,28189,32909,28425.96706,31805.25974,29713.58904,30766.54235,680,HTS:MO
X681,20903,27117,24862,24582,21502.20152,22795.8541,22456.86174,22545.69225,681,HTS:MO
X682,72826,86925,64976,74464,72428.33183,85776.46198,74596.24379,82320.03643,682,HTS:MO
X683,40363,53847,37974,46813,43988.73533,55122.54373,46812.0425,52703.10155,683,HTS:MO
X685,25196,33973,27660,39270,30108.34275,37987.27453,32222.08675,36440.60152,685,HTS:MO
X686,32079,41685,28267,40365,30901.8429,40306.46206,33448.40317,38193.50747,686,HTS:MO
X687,47945,59373,44611,52057,50852.42564,56342.0565,53294.8023,54986.31097,687,HTS:MO
X688,18614,24690,16464,23395,17727.23307,23574.60179,19102.72741,22322.99278,688,HTS:MO
X689,34509,46322,34002,38937,36889.83092,42913.4475,38966.65793,41863.30227,689,HTS:MO
X690,27791,34914,27627,32013,29361.04993,35572.13761,31191.86684,33960.87172,690,HTS:MO
X691,38943,58508,38944,46448,45777.06207,50019.55802,47617.78047,48977.48369,691,HTS:MO
