,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,W-131,W-132,W-133,W-134,sMAPE
X213,41594,57639,40949,51682,56229.59871,59701.48704,57988.38081,53078.87072,213,SVD:Prophet,0.299224296,0.035153886,0.344447784,0.026667795,17.63734403
X214,47680,58831,46679,51957,59187.12245,59632.38109,62799.98877,56053.94179,214,SVD:Prophet,0.215353837,0.0135296,0.294503794,0.075861607,14.98122095
X216,34649,42809,32682,41212,42904.16658,40586.97143,44364.60326,41059.32476,216,SVD:Prophet,0.21289051,0.053288631,0.303260696,0.003711506,14.32878355
X217,27860,34547,23883,27511,30051.64988,29539.21069,29245.4642,31944.85141,217,SVD:Prophet,0.07568943,0.156282896,0.201867842,0.149147689,14.57469641
X219,16751,19446,16731,18287,19733.91465,19983.91066,18793.87422,18034.99095,219,SVD:Prophet,0.163514958,0.027284397,0.116136891,0.01387639,8.020315887
X220,25258,33550,22949,27720,28633.68112,29287.27778,28974.61573,27593.02138,220,SVD:Prophet,0.125276519,0.135674949,0.232095383,0.004591274,12.44095312
X221,35450,42344,31141,37378,36169.56614,37710.49457,38370.44445,39164.56661,221,SVD:Prophet,0.020094122,0.115758783,0.208007315,0.046681649,9.763546706
X222,25900,33247,23288,28735,31725.69263,33025.02972,30025.47054,32911.04516,222,SVD:Prophet,0.202190806,0.006698762,0.252749276,0.135484609,14.92808633
X223,38108,45778,35410,42892,45993.16297,44656.04975,46758.59381,44501.14131,223,SVD:Prophet,0.187516146,0.024812562,0.276227042,0.036825345,13.13452739
X224,38660,50452,37988,47773,48071.60218,50705.44973,49592.99626,49391.30967,224,SVD:Prophet,0.21702821,0.005010995,0.265011744,0.033310784,13.00904331
X225,28125,36882,27294,37950,31999.94491,32046.54478,33001.12877,32385.3158,225,SVD:Prophet,0.128896414,0.140303418,0.189306463,0.158233005,15.41848251
X226,36244,44159,34776,39916,38822.37986,41112.01587,36913.59775,37332.14789,226,SVD:Prophet,0.068695996,0.071465881,0.059634809,0.066897451,6.667353439
X227,34089,38909,28048,34702,40713.28493,40657.48974,42269.89609,40614.77569,227,SVD:Prophet,0.177114508,0.043950405,0.40450289,0.157010855,19.56446646
X228,45695,52708,40555,46781,53295.56653,54817.33205,52879.55767,49519.58684,228,SVD:Prophet,0.153561431,0.039234142,0.263811548,0.056875808,12.83707323
X229,46283,60050,45116,56764,58053.63526,57599.5573,54394.90374,57779.95734,229,SVD:Prophet,0.22562804,0.041656641,0.186490191,0.01773917,11.78785105
X230,44412,52538,37619,41685,48030.79936,48649.05445,47469.03627,53684.40718,230,SVD:Prophet,0.078292726,0.076866464,0.231525763,0.251640595,15.9581387
X232,20338,26686,20025,24497,24540.32163,25345.69935,22945.5614,22988.23985,232,SVD:Prophet,0.187276238,0.051518619,0.135933127,0.06354649,10.95686186
X233,54440,61104,55686,59941,60564.6071,58978.9881,57961.93735,56765.89038,233,SVD:Prophet,0.106510639,0.035392389,0.040052418,0.054411691,5.90917842
X234,53784,69202,43108,60727,71329.06643,73348.1821,69772.33912,70569.716,234,SVD:Prophet,0.280467371,0.058171544,0.472435489,0.149930879,24.02513208
X235,24921,36290,27205,34738,33392.94459,34804.95126,32801.25724,36257.6158,235,SVD:Prophet,0.290563249,0.041776489,0.186522456,0.042808722,14.04177291
X236,41103,49499,36650,43908,46141.52102,44383.87924,43913.58826,47340.87275,236,SVD:Prophet,0.115503437,0.108968127,0.180319383,0.075241976,12.00082308
X237,28773,30829,23726,23600,30205.25286,28567.41629,28199.66148,26495.38039,237,SVD:Prophet,0.048568847,0.076152194,0.172310236,0.115594706,10.31564956
X238,37126,44943,35044,44318,45018.3814,44256.83954,45665.44951,44491.23437,238,SVD:Prophet,0.192158764,0.015384791,0.26320213,0.003901269,11.86617387
X239,26886,35157,24023,30730,34778.10922,36271.65545,35566.98296,34011.99802,239,SVD:Prophet,0.255970915,0.031210316,0.387447097,0.101386986,19.40038284
X240,27702,32039,22320,25414,30466.87515,31360.35603,30532.35123,30184.71097,240,SVD:Prophet,0.095063731,0.021408545,0.310765786,0.171612287,14.97125871
X241,33898,42276,33572,36398,42951.4645,44148.96823,42742.54245,39064.58938,241,SVD:Prophet,0.235615552,0.043343221,0.240335384,0.070673148,14.74918263
X242,20009,29440,18721,26332,24810.6635,25662.50998,23665.49904,26619.16608,242,SVD:Prophet,0.214265933,0.13710773,0.233305376,0.01084645,14.88813719
X244,22687,39111,22523,33854,31669.01523,36869.84858,34451.57098,34170.63168,244,SVD:Prophet,0.330488362,0.058992535,0.418733157,0.009309324,20.43808445
X245,53382,63314,54972,51773,59417.23912,57176.21333,57589.81404,57938.36785,245,SVD:Prophet,0.107008508,0.101880252,0.046513359,0.112392507,9.194865657
X246,39161,50917,36132,41538,41230.22013,42236.33229,42548.79635,43031.9504,246,SVD:Prophet,0.051478759,0.186373745,0.163109593,0.035330526,10.90731559
X247,40743,56544,38806,54194,52113.26301,50507.40151,49190.61531,48809.35376,247,SVD:Prophet,0.244900293,0.112779439,0.236023062,0.104552833,17.45639069
X248,44647,51231,43504,44929,46393.76269,44216.00231,49368.17119,48068.11377,248,SVD:Prophet,0.0383732,0.14699252,0.126284787,0.067509918,9.479010627
X249,29031,37652,27060,30579,32368.91073,33266.98153,31880.92048,35115.37558,249,SVD:Prophet,0.108726892,0.123662759,0.163584839,0.138105448,13.35199844
X250,42887,61455,43761,61264,58472.70248,58572.81802,56211.08865,53907.07159,250,SVD:Prophet,0.307532522,0.048025233,0.249071292,0.127756533,18.30963952
X251,101548,117283,94252,102901,120430.7452,121544.52,125453.8862,107944.1615,251,SVD:Prophet,0.17013111,0.03568701,0.28403323,0.047837583,13.44222332
X252,51461,68246,49344,67213,63450.27342,64713.15207,64174.48815,65358.15823,252,SVD:Prophet,0.208670099,0.053141854,0.261287626,0.027982584,13.77705409
X253,26835,37344,24775,38891,34638.64526,36611.87446,35034.18816,35557.00317,253,SVD:Prophet,0.25388588,0.019798983,0.34306395,0.089565783,17.65786487
X254,16328,20582,16035,19531,19713.43723,21364.81215,20461.58227,17189.6018,254,SVD:Prophet,0.187863609,0.037324035,0.242575167,0.127525045,14.8821964
X255,32524,40804,29764,39732,40446.7854,40564.37674,41683.73563,38871.03044,255,SVD:Prophet,0.217149517,0.005889838,0.333663076,0.021906778,14.46523021
X256,41973,52604,36619,51787,51663.96469,48818.88145,53855.26416,47324.97474,256,SVD:Prophet,0.20699015,0.074640328,0.381020267,0.090040084,18.81727073
X257,26689,34955,24241,29579,26967.07777,27048.40817,27665.49511,29768.43294,257,SVD:Prophet,0.010365192,0.25503733,0.131948617,0.006383863,10.09337503
X259,86008,89542,83534,79446,96223.83942,99856.35969,98560.70955,88739.17659,259,SVD:Prophet,0.112119149,0.108917096,0.165042791,0.110511245,12.41475703
X260,36983,40335,34766,31938,37479.82704,36177.12248,36819.58303,35303.74472,260,SVD:Prophet,0.013344297,0.108685458,0.057374207,0.100108786,6.987818692
X261,58916,85357,52827,75829,73227.55334,76817.41937,78469.34484,73599.13272,261,SVD:Prophet,0.216606153,0.105313534,0.39060257,0.029845348,18.5591901
X262,143534,160583,139949,146242,134879.5708,143924.7881,136895.2963,129958.3616,262,SVD:Prophet,0.062169593,0.109410744,0.022060803,0.117911782,7.788823054
X264,33643,47490,31895,40431,37964.46028,39614.10616,36520.31837,41177.79183,264,SVD:Prophet,0.120698605,0.180838635,0.135212946,0.018301749,11.37629839
X265,27473,36170,25738,35392,32057.16891,32350.01536,32597.68425,35879.26045,265,SVD:Prophet,0.154011621,0.111499819,0.235179696,0.013673406,12.85911355
X266,23010,26840,21596,24682,23037.34374,22442.75486,25815.40803,20246.47112,266,SVD:Prophet,0.001187636,0.178449648,0.177991256,0.197448467,13.87692519
X267,54841,58356,53310,62985,53410.06468,50861.49014,52245.11164,49369.66986,267,SVD:Prophet,0.026437344,0.137240104,0.020176917,0.242363404,10.65544424
X268,24423,31333,22296,28432,36117.65019,28621.40861,28622.93466,32555.81388,268,SVD:Prophet,0.386340423,0.090455113,0.248510096,0.135234028,21.51349148
X269,38693,51261,33922,49332,56756.64443,68014.66449,54810.60869,45673.59137,269,SVD:Prophet,0.378495793,0.280923432,0.470821471,0.077014596,30.18138231
X270,56160,63311,53637,53027,58443.29613,59949.15012,59848.58143,64003.4626,270,SVD:Prophet,0.039846954,0.054548853,0.109469086,0.187582999,9.786197296
X271,35677,56543,33437,55321,51370.63566,52115.33912,51567.78992,47875.83469,271,SVD:Prophet,0.360575805,0.081496936,0.426582783,0.144290575,25.32365249
X272,29590,43732,29439,42022,38481.14305,37073.69944,38127.74195,39447.03548,272,SVD:Prophet,0.261230902,0.164797795,0.257189904,0.06321333,18.6607983
X273,39149,50252,35808,46078,49118.94413,51567.57021,50545.62825,50682.04759,273,SVD:Prophet,0.225901809,0.025841205,0.341331998,0.095164227,17.20598101
X274,39043,42909,40325,37210,34251.48139,40680.43308,40742.54166,44498.28835,274,SVD:Prophet,0.13074705,0.053321738,0.010301081,0.178397773,9.319191055
X276,19681,24577,17637,23232,22149.62504,20731.26461,22719.25168,21715.85065,276,SVD:Prophet,0.118029556,0.169758671,0.251869362,0.067462596,15.17800461
X278,40676,50075,35213,41249,42335.01766,41575.34314,41325.06174,46899.66384,278,SVD:Prophet,0.039971023,0.185480088,0.159713,0.128207589,12.83429252
X280,34025,41420,34665,39647,37324.01824,37298.70417,37162.41104,36967.59602,280,SVD:Prophet,0.092475505,0.104709443,0.069539219,0.069945001,8.416729186
X281,35082,41065,29228,35315,35638.46113,37727.74626,37694.65891,36319.91779,281,SVD:Prophet,0.01573692,0.084709669,0.253028169,0.028056647,9.538285122
X282,24803,30214,22314,23874,27420.10413,28596.75773,26721.69218,28711.34749,282,SVD:Prophet,0.100227827,0.054998178,0.179774853,0.183980813,12.97454179
X285,29759,36833,31307,30347,34930.7014,35565.74667,34101.98593,32572.69944,285,SVD:Prophet,0.159892573,0.035007604,0.085461833,0.0707473,8.777732773
X286,18199,26051,16453,24366,24609.41949,22193.8265,25027.86115,22732.00359,286,SVD:Prophet,0.299493397,0.159899984,0.413436988,0.069387077,23.55543618
X289,32182,39524,31963,34480,37399.49154,37145.82554,36795.23833,31122.45133,289,SVD:Prophet,0.149967798,0.062036778,0.140557363,0.102360464,11.37306006
X290,38528,47038,30506,40103,44879.49794,46578.82732,45944.02168,45648.63486,290,SVD:Prophet,0.152300407,0.009809618,0.403872264,0.129341787,17.38310193
X291,41529,53105,36768,49352,45898.07427,48448.80033,47686.53782,48625.1321,291,SVD:Prophet,0.099947855,0.091699171,0.258566043,0.014837501,11.62626425
X292,15026,0,0,0,37749.54984,36871.79886,37817.90587,77128.9134,292,SVD:Prophet,0.861139293,2,2,2,171.5284823
X293,32067,42323,28361,35935,37262.48483,37981.86701,37668.80648,38057.97609,293,SVD:Prophet,0.149878074,0.108116311,0.28192742,0.057383179,14.93262459
X294,32618,41492,34683,39244,37974.50523,36465.51268,38055.48627,39064.80898,294,SVD:Prophet,0.151758468,0.128954533,0.092729075,0.004576523,9.450464968
X295,31759,42242,32032,38669,37372.87357,37243.74759,36739.12661,37611.04425,295,SVD:Prophet,0.162410572,0.125764746,0.136892526,0.027738729,11.32016432
X296,37253,45735,37508,44292,42200.57895,40071.45667,41722.63183,41378.32974,296,SVD:Prophet,0.124540116,0.132007393,0.106388949,0.068020522,10.77392449
X297,35583,48594,36554,47852,43895.68136,43363.48373,42988.5177,44376.74319,297,SVD:Prophet,0.209180153,0.113759447,0.161788133,0.075361686,14.00223548
X299,53554,61464,65976,59217,45744.94665,49259.41447,46227.9896,54624.35893,299,SVD:Prophet,0.15728371,0.220451755,0.352001929,0.080684931,20.26055812
X300,39103,52669,42260,44420,46789.7606,48681.51872,46936.70156,45674.58051,300,SVD:Prophet,0.178985063,0.078686944,0.104862657,0.027850299,9.759624081
X301,28944,37223,28934,30162,32015.3704,34206.65583,33573.30956,32816.02547,301,SVD:Prophet,0.100767786,0.084456355,0.148440545,0.084284175,10.44872153
X302,19624,26495,19913,23907,24565.66935,25616.92364,24174.19002,19918.40427,302,SVD:Prophet,0.223657222,0.033699633,0.193307399,0.182022085,15.81715849
X303,32460,41162,29634,38220,38658.61775,37258.11576,36552.87881,38224.59094,303,SVD:Prophet,0.174317723,0.099563338,0.20907101,0.000120112,12.07680456
X304,35673,42044,34172,41056,42177.51151,39589.60806,40016.67094,45026.06072,304,SVD:Prophet,0.167102602,0.060131899,0.157562357,0.09223898,11.92589594
X305,32007,43349,32166,35564,43437.02648,44704.95661,42115.78726,41005.17969,305,SVD:Prophet,0.303006799,0.030798312,0.26789305,0.142124539,18.59556749
X307,13972,17990,12432,17849,16363.79648,16191.59289,15861.87243,17014.85396,307,SVD:Prophet,0.157688062,0.105226641,0.242446306,0.047851625,13.83031588
X308,47107,59093,41533,50578,50786.89012,52167.29285,54980.03465,50700.1674,308,SVD:Prophet,0.075181201,0.124495577,0.278657379,0.002412512,12.01866672
X309,34242,45832,30796,42704,43722.76881,44172.64114,43063.94527,41547.753,309,SVD:Prophet,0.243206488,0.03687274,0.332194811,0.027447429,15.99303669
X310,55508,68861,50655,62374,56798.73394,61367.98525,58724.52891,61313.42064,310,SVD:Prophet,0.022985869,0.115074455,0.14755099,0.017149349,7.569016581
X311,36148,46164,36273,41554,42417.70901,42015.40992,42289.8199,43542.30807,311,SVD:Prophet,0.159604211,0.094094304,0.153172198,0.046730772,11.34003711
X312,28458,38563,28762,33593,34464.20749,34268.02115,33161.05074,33847.73802,312,SVD:Prophet,0.190908988,0.117943667,0.142081202,0.007554426,11.46220707
X313,37025,48100,33904,46419,40397.11513,41526.00311,41545.28872,44134.46443,313,SVD:Prophet,0.087109868,0.146698428,0.202554294,0.050457165,12.17049391
X314,25560,32500,24087,31880,31650.43038,31226.17649,31960.82061,28333.65713,314,SVD:Prophet,0.212913287,0.03997803,0.280967949,0.117791977,16.29128109
X315,24638,29994,23018,26533,24764.62635,24501.45326,25471.17438,27674.5332,315,SVD:Prophet,0.0051263,0.201578165,0.101184415,0.042117142,8.750150584
X316,52009,67787,45563,57985,63445.75809,66920.82955,68039.02918,65509.59078,316,SVD:Prophet,0.198116704,0.012859987,0.395697671,0.121861059,18.21338552
X318,41848,49281,37353,43969,43737.2863,44214.42015,46333.29099,42140.95645,318,SVD:Prophet,0.044149792,0.108381348,0.214617971,0.042458355,10.24018666
X319,39981,50178,38243,43349,45036.45707,44581.4011,44524.34526,43735.77322,319,SVD:Prophet,0.118927506,0.118122294,0.151783176,0.008882683,9.942891464
X320,85940,101360,79960,91531,86475.96988,83635.55189,90128.89197,90824.90672,320,SVD:Prophet,0.006217172,0.191620263,0.1195715,0.007744123,8.128826439
X321,33027,40713,29783,37311,35386.22134,38997.87862,38221.65514,35128.59449,321,SVD:Prophet,0.068969749,0.043033559,0.24817875,0.060254493,10.51091374
X322,27568,35388,23406,34002,31657.96763,31804.42819,32436.20429,32576.03874,322,SVD:Prophet,0.138113999,0.106665942,0.323418619,0.042835785,15.27585861
X323,41074,49606,41763,44899,46489.12573,46698.70792,47756.10401,46453.98264,323,SVD:Prophet,0.123685071,0.060376946,0.133895532,0.034043391,8.800023496
X324,24034,35068,24296,36075,31543.40039,30471.05952,32274.94144,32925.08216,324,SVD:Prophet,0.270232157,0.140280941,0.282086217,0.091301858,19.59752933
X325,30391,38863,30694,38371,37761.70414,37883.0108,38299.54079,33479.1394,325,SVD:Prophet,0.216299683,0.025538505,0.220471096,0.136168437,14.96194304
X326,28786,36875,28094,34116,36550.79648,35801.19363,34657.63527,35651.87544,326,SVD:Prophet,0.237685252,0.02955043,0.209194079,0.044028156,13.01144791
X327,40697,52559,38008,49725,46844.0888,53265.98272,49248.86436,46131.77252,327,SVD:Prophet,0.140438939,0.013361358,0.257649973,0.074970759,12.16052569
X328,22636,28958,21909,26533,27412.11789,27790.25499,28039.82547,26263.1752,328,SVD:Prophet,0.190861039,0.041155275,0.24548427,0.010221377,12.193049
X329,34032,44918,31046,40781,43665.19505,46103.5201,44526.25289,41684.37258,329,SVD:Prophet,0.24796764,0.026049227,0.356751384,0.021909137,16.31693469
X330,19390,27246,18709,22528,24604.05052,26162.6732,26227.95035,23611.74719,330,SVD:Prophet,0.237034347,0.040567449,0.334644443,0.046976729,16.48057417
X331,30368,37076,29448,33874,32758.2269,30516.06276,32511.60425,31676.06655,331,SVD:Prophet,0.075728489,0.194103774,0.098890375,0.067061212,10.89459626
X332,20017,22109,17914,21804,22552.05262,22237.7361,22600.32797,22373.14351,332,SVD:Prophet,0.119103079,0.005805888,0.23134176,0.025766424,9.550428793
X333,55991,67790,51838,57994,57945.04397,61782.52439,58882.4365,61830.97819,333,SVD:Prophet,0.034300716,0.092727615,0.127247267,0.064043044,7.957966092
X334,27467,32335,25589,28719,32235.44752,30793.95355,33769.47341,28900.76932,334,SVD:Prophet,0.159740437,0.048822176,0.275629508,0.006309269,12.26253476
X335,75087,106781,73769,95719,101738.9687,106919.8295,106033.5881,102025.6007,335,SVD:Prophet,0.301448581,0.001299288,0.358889029,0.063785314,18.1355553
X336,69896,91442,69648,85158,81335.26901,80436.15195,79701.84201,80301.236,336,SVD:Prophet,0.151281796,0.128065701,0.134634786,0.058706472,11.81721889
X337,30124,34031,30954,32576,32283.16149,31989.09656,33135.7113,30664.33552,337,SVD:Prophet,0.069195952,0.061857027,0.068083043,0.060457126,6.489828728
X338,35211,46347,34602,41344,37687.3293,42144.23161,39408.93726,39119.76648,338,SVD:Prophet,0.067939261,0.094987228,0.129898024,0.055285344,8.702746429
X339,29115,35481,29615,32956,33496.89664,34754.31723,31756.70072,31438.01492,339,SVD:Prophet,0.139970098,0.020692802,0.069794407,0.047146775,6.940102051
X340,35227,49903,31081,37940,40238.7227,42078.31169,41833.28028,45963.65902,340,SVD:Prophet,0.132821168,0.17013648,0.29492934,0.191258858,19.72864616
X341,29237,37621,25625,31693,34962.91255,36433.06165,36298.93932,36993.16516,341,SVD:Prophet,0.178377581,0.032083003,0.344743549,0.154329919,17.73835132
X343,40769,50751,34567,43796,49597.88295,52182.48978,51128.49857,50770.88846,343,SVD:Prophet,0.195400852,0.027813878,0.386519685,0.147512276,18.93116728
X344,44966,67460,47673,56881,56332.90534,58758.1977,58986.03706,63359.60429,344,SVD:Prophet,0.224423064,0.137885067,0.212134618,0.107760674,17.05508557
X346,40410,47951,40031,42006,48369.58161,49951.43559,51354.65517,45882.42164,346,SVD:Prophet,0.179311086,0.0408659,0.247821283,0.088212339,13.90526524
X347,28933,34384,28913,31585,33735.39932,32500.26074,33868.04786,31909.12587,347,SVD:Prophet,0.153263826,0.056328327,0.157851709,0.010209633,9.441337391
X349,52107,55413,45485,44761,60744.93606,61870.98504,59905.36291,54914.56178,349,SVD:Prophet,0.153084411,0.110125607,0.273656196,0.203732221,18.51496087
X350,35960,49605,35460,42868,43078.14179,45088.33934,43105.95863,42925.72996,350,SVD:Prophet,0.180119158,0.09539553,0.194637952,0.001345785,11.78746064
X351,31513,42135,28745,38664,38978.76495,40053.81941,40303.42571,35407.16606,351,SVD:Prophet,0.211819493,0.050643886,0.334791868,0.087937969,17.12983038
X352,37548,45989,33748,37552,38223.06349,39416.72556,40174.67318,40366.79431,352,SVD:Prophet,0.017818504,0.153907116,0.173875562,0.072249432,10.44626534
X353,46325,47529,44182,44224,50653.2066,52241.37024,53026.95884,48317.87357,353,SVD:Prophet,0.089261428,0.094464323,0.181978265,0.088476133,11.35450373
X354,43812,57249,40633,45878,54314.16337,56278.7427,56366.40571,50648.71266,354,SVD:Prophet,0.214054295,0.017092867,0.324402105,0.098847511,16.35991947
X355,51882,60395,48212,53601,53614.71773,50444.94167,53284.33768,59785.30233,355,SVD:Prophet,0.032848751,0.17953922,0.099951147,0.109083764,10.53557206
X356,37087,41469,34830,38435,40245.64889,41385.8175,40058.84822,37840.39547,356,SVD:Prophet,0.081689918,0.00200791,0.139642907,0.015590992,5.973293165
X357,42303,54973,39230,49305,48286.94773,45853.36823,48553.40131,51013.05776,357,SVD:Prophet,0.132110634,0.180897754,0.21241832,0.034052847,13.98698889
X358,50707,65568,46154,59156,65767.07837,63531.74513,63389.60681,60324.70134,358,SVD:Prophet,0.258599657,0.031545451,0.314680287,0.019563014,15.60971025
X359,36161,42793,37042,38237,40251.64596,39298.41381,39453.69517,37784.4376,359,SVD:Prophet,0.107067251,0.085138896,0.063054402,0.011906178,6.679168197
X360,36782,48373,33445,41100,43091.0276,41475.58345,40440.36662,43701.01824,360,SVD:Prophet,0.157976423,0.15353423,0.189357296,0.061344033,14.05529956
X361,31513,43967,28071,43021,36238.16545,40335.01361,38003.36257,37130.90966,361,SVD:Prophet,0.13948588,0.086166065,0.300641949,0.146973175,16.83167672
X362,49144,61228,48612,57435,54447.09141,56194.23527,59152.31213,57280.99282,362,SVD:Prophet,0.102385086,0.085737845,0.195617861,0.002685017,9.66064524
X363,41661,50943,37779,41770,42111.0606,43969.48565,41624.30604,46263.65222,363,SVD:Prophet,0.010744886,0.146946196,0.096855061,0.102089419,8.915889051
X364,28652,34528,28560,34036,32997.92557,35237.28179,33248.63214,31905.36847,364,SVD:Prophet,0.140987212,0.020333374,0.151714477,0.064621999,9.441426557
X366,30998,40848,28354,40354,38961.84013,35986.93258,36755.9672,37762.58744,366,SVD:Prophet,0.227668906,0.126532744,0.258085438,0.066347306,16.96585984
X367,29325,40327,23561,32483,33594.19372,33915.97928,32634.45032,37421.00892,367,SVD:Prophet,0.135704019,0.172703757,0.32292473,0.141279706,19.3153053
X368,45278,71882,45969,74290,61471.63667,69471.17381,61708.84538,64523.90532,368,SVD:Prophet,0.303394694,0.034110676,0.292350675,0.140707729,19.26409435
X369,35080,42214,35025,38575,38536.10974,37176.13876,36982.02916,38679.58273,369,SVD:Prophet,0.093895473,0.12691403,0.054356614,0.002707483,6.946840028
X370,42008,53633,36349,45627,48729.25609,49115.27099,51015.36224,50677.48721,370,SVD:Prophet,0.14814766,0.087937811,0.335751601,0.104885813,16.91807212
X371,34272,46429,31744,44437,38853.59661,42223.66895,39254.62604,40519.84501,371,SVD:Prophet,0.125307603,0.094872069,0.211571025,0.092215171,13.09914668
X372,47066,60708,42484,53491,58334.67999,61804.45137,60849.27448,58740.17088,372,SVD:Prophet,0.213825565,0.017899427,0.355457128,0.093542121,17.01810604
X373,24698,30502,24980,27054,29314.79682,28454.75279,29642.81902,27702.08757,373,SVD:Prophet,0.170951963,0.069449117,0.170727879,0.0236718,10.87001897
X374,39771,46389,35100,41227,44391.45032,44263.69131,42159.9129,45707.78315,374,SVD:Prophet,0.109798379,0.046889037,0.182757465,0.103083783,11.06321659
X375,47215,64001,41928,63205,56686.89099,56512.31656,56068.60626,60373.87178,375,SVD:Prophet,0.182323746,0.124279767,0.288593795,0.045818969,16.02540691
X376,41785,57048,37692,49780,47275.59044,51624.35301,46987.01718,52989.27354,376,SVD:Prophet,0.123300113,0.099816501,0.219535311,0.062455896,12.62769552
X377,45047,56245,41115,53022,50249.84391,50254.50098,51564.54941,53527.86033,377,SVD:Prophet,0.109192366,0.112498161,0.225498494,0.009495279,11.4171075
X378,36684,44634,34124,40078,47378.30185,45887.68194,47844.69552,44022.43414,378,SVD:Prophet,0.254437521,0.027699042,0.334778916,0.093802944,17.76796057
X379,20733,27639,21747,23876,26715.37531,24938.28597,23844.00304,26397.82783,379,SVD:Prophet,0.252163547,0.102733109,0.091991968,0.100323685,13.68030772
X380,75809,91148,68163,80846,86334.68366,89215.9516,90147.88073,82122.47445,380,SVD:Prophet,0.12983156,0.021423886,0.277743142,0.015665293,11.11659703
X381,50888,58262,45384,54356,55324.25139,55426.50917,55314.61569,54150.9639,381,SVD:Prophet,0.083535587,0.049881749,0.197234403,0.003779225,8.3607741
X382,38794,53599,37742,50634,46280.80909,50233.22894,49704.7497,49158.36675,382,SVD:Prophet,0.17600531,0.064830951,0.273600785,0.029574071,13.60027793
X383,93876,112228,95110,96341,97843.00779,98402.26463,96374.55189,94488.26057,383,SVD:Prophet,0.041383563,0.131279666,0.013207874,0.019417771,5.132221827
X384,51967,61325,45295,59125,60085.88415,56735.75549,62000.96071,52443.20455,384,SVD:Prophet,0.14491165,0.077743777,0.31139962,0.119779564,16.34586527
X386,35359,46356,32571,44769,40341.79527,38467.57245,44231.46093,41985.99578,386,SVD:Prophet,0.131644463,0.185996117,0.303648107,0.064157786,17.13616181
X387,46585,65160,44961,62453,57961.96243,56699.05964,56543.71334,54136.00501,387,SVD:Prophet,0.217643099,0.138864363,0.228220207,0.14267203,18.18499246
X388,50729,68035,47085,55780,67634.16108,67951.74345,66461.16909,62981.92182,388,SVD:Prophet,0.28564903,0.00122448,0.341291463,0.121283349,18.73620807
X389,62933,75435,55840,62434,65107.85538,67327.83511,69572.10814,65750.82061,389,SVD:Prophet,0.033971272,0.113575286,0.218991744,0.051750599,10.45722252
X390,61876,81453,56114,70620,71604.84327,74494.71149,69903.09956,77018.51951,390,SVD:Prophet,0.145771379,0.089238738,0.218844897,0.086678186,13.51332998
X391,26858,33595,24295,34381,36082.90672,33789.67692,35664.40252,34219.32818,391,SVD:Prophet,0.293129133,0.005778077,0.379236685,0.004713442,17.07143342
X392,35814,46682,33150,38965,48509.55416,47972.20265,49215.00525,45536.97472,392,SVD:Prophet,0.301115253,0.027261392,0.390092982,0.155546062,21.85039222
X393,31370,38536,29027,37058,34691.44478,39417.10786,37927.95978,34597.15373,393,SVD:Prophet,0.100556226,0.0226061,0.265879027,0.068685814,11.44317915
X394,46067,57954,45206,53041,53751.2429,57527.33805,54047.43379,52838.89302,394,SVD:Prophet,0.1539647,0.00738928,0.178158749,0.003817665,8.58325983
X395,21143,24653,18044,22115,24901.3277,24791.33346,25439.2016,24006.7971,395,SVD:Prophet,0.163248239,0.005595523,0.340140621,0.082034839,14.77548055
X396,54606,68568,50312,66555,64389.37055,61637.29123,63097.62548,64816.84734,396,SVD:Prophet,0.164432793,0.106458174,0.225476902,0.02646157,13.07073595
X397,31002,40737,26382,37173,40950.99445,40780.29463,40116.39431,36359.67683,397,SVD:Prophet,0.276541498,0.00106222,0.413074465,0.022121408,17.81998976
X398,26979,40026,27475,35757,32664.40743,34028.5262,34216.61948,34626.79176,398,SVD:Prophet,0.190646634,0.161974537,0.218558681,0.032115583,15.08238586
X400,43359,56915,42205,55030,56020.43093,54087.04115,56512.02896,53530.76536,400,SVD:Prophet,0.25480989,0.050953277,0.289859391,0.027620193,15.58106877
X401,38519,49074,35102,47446,45184.60175,48609.40251,47712.26881,47327.2095,401,SVD:Prophet,0.159266784,0.009512312,0.304543383,0.002506837,11.89573292
X402,32272,38727,28741,38141,34577.29157,36500.37357,37423.17616,31801.67553,402,SVD:Prophet,0.068969813,0.05919724,0.262443415,0.181272004,14.29706178
X403,41690,50659,37655,43301,48795.01877,48434.40349,49452.34332,42947.56263,403,SVD:Prophet,0.157042986,0.044898983,0.270869088,0.008195786,12.02517106
X404,26841,34237,26741,34553,33304.71908,31942.64219,32250.78594,32130.55858,404,SVD:Prophet,0.2149353,0.069337269,0.186798411,0.072654833,13.59314532
X405,20635,32470,17502,29320,29478.40311,31348.35409,28997.05151,30598.64085,405,SVD:Prophet,0.352935644,0.035151201,0.494420903,0.042679234,23.12967456
X406,38470,49199,39036,45640,48300.43781,47427.7825,45884.66692,47239.83735,406,SVD:Prophet,0.226584954,0.036661005,0.161295646,0.034449616,11.47478052
X408,25537,34701,25010,34748,30307.00266,30688.52456,29668.13717,29169.05537,408,SVD:Prophet,0.170833122,0.122725328,0.170383902,0.174568262,15.96276535
