,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type
X496,38227,51907,36185,45805,9070,6424,13103,5312,496,ICA
X497,46710,56102,47730,54045,8025,5751,11839,4496,497,ICA
X499,28319,36068,28820,36149,7371,6336,9828,5790,499,ICA
X502,52598,68567,54188,63491,9429,6301,14501,4425,502,ICA
X503,33331,47105,33618,45993,9633,7599,13731,6283,503,ICA
X504,37177,45538,36182,38250,5265,3617,7726,2898,504,ICA
X505,23577,30360,23033,32100,5690,3860,8259,3195,505,ICA
X506,36508,46350,33206,46741,8558,4919,12883,3825,506,ICA
X507,43637,55748,40687,48637,9921,7101,14517,5671,507,ICA
X508,37107,48241,34062,45170,11243,9438,15422,8269,508,ICA
X509,30133,41808,30896,39017,6671,3953,10220,2874,509,ICA
X510,43002,52186,41099,48488,7233,4781,11092,3396,510,ICA
X511,31700,36916,34029,32689,4108,2877,5833,2489,511,ICA
X513,95608,115381,88531,93565,18909,13688,26659,11906,513,ICA
X515,47559,58847,41232,51410,8643,6840,12522,5449,515,ICA
X516,29446,39080,27272,37338,9542,7300,13572,6119,516,ICA
X517,31405,43426,31657,40657,8014,6657,11444,5402,517,ICA
X519,27168,38147,27237,35236,4453,3662,7100,2242,519,ICA
X520,24226,28962,24700,25379,2549,2483,3930,1643,520,ICA
X521,26585,36549,28444,32310,5209,3929,7784,2934,521,ICA
X523,74753,90240,70826,72045,25222,22961,31925,22262,523,ICA
X524,48565,59832,46441,55428,6466,6286,9734,4395,524,ICA
X525,52783,61533,52169,52224,8837,6095,12701,5146,525,ICA
X526,56854,72081,48557,65851,15525,10420,22556,8630,526,ICA
X527,61272,66119,51811,61074,9808,7554,14304,5968,527,ICA
X528,54089,68926,53719,65126,12753,8126,19067,6298,528,ICA
X529,43890,55836,42158,47386,8336,7004,12157,5414,529,ICA
X530,45490,51666,54945,52680,4483,3671,7068,2327,530,ICA
X531,30588,35148,26148,25809,4094,3767,5692,3128,531,ICA
X532,60672,65138,56870,56234,9910,6855,13875,6149,532,ICA
X533,59972,70937,51965,71939,13781,11684,18780,10325,533,ICA
X535,44723,53051,39539,46253,9225,6130,13465,5029,535,ICA
X536,43829,52098,38998,52268,9116,6691,13403,5245,536,ICA
X537,29336,37517,32606,40661,8379,7135,11226,6488,537,ICA
X538,21984,26596,19086,21838,3728,2206,5530,1786,538,ICA
X541,33405,45214,31093,43038,9019,7379,12994,5899,541,ICA
X543,11872,19518,11139,18379,5264,3187,7831,2540,543,ICA
X544,67475,90567,64455,82858,18740,12916,27121,10721,544,ICA
X545,53350,74017,50062,68137,15545,10798,22294,9145,545,ICA
X546,91254,96360,82389,71901,12276,9515,17194,8212,546,ICA
X548,27033,34405,23699,27638,6874,5084,9737,4347,548,ICA
X549,27470,30855,24980,25891,4631,3602,6489,3102,549,ICA
X550,25380,35475,27763,31160,8783,7872,11679,7119,550,ICA
X551,37297,44075,31969,37715,5314,4048,7764,3192,551,ICA
X552,33500,55152,36824,51850,12602,7793,18842,6083,552,ICA
X553,38441,48610,42315,43572,6156,5671,8542,4725,553,ICA
X554,31797,35685,31918,30937,5719,5716,7242,5344,554,ICA
X556,37245,48358,34244,42886,9648,7546,13399,6607,556,ICA
X557,21092,27182,17839,25243,4873,3003,7488,2145,557,ICA
X558,17833,22948,17304,19492,3448,2276,5056,1848,558,ICA
X559,30401,38522,27744,40742,7420,4748,11006,3764,559,ICA
X560,78283,102403,73752,83200,18001,18768,23942,16130,560,ICA
X561,37192,44786,35376,42382,6437,4099,9845,2956,561,ICA
X562,116764,126637,114281,114498,10096,7295,15058,5527,562,ICA
X563,23742,27719,20633,24678,5021,3809,7429,2914,563,ICA
X564,32017,39352,29343,31698,6040,5200,8416,4387,564,ICA
X565,33304,41858,31654,39541,8683,6126,12570,5046,565,ICA
X566,29246,37009,26124,30428,7849,6527,10524,5979,566,ICA
X567,24852,32553,23633,32879,5915,3441,8842,2730,567,ICA
X568,28753,33531,29271,31374,6254,5859,8291,5244,568,ICA
X569,26499,27318,24607,23373,2586,1442,3865,1158,569,ICA
X570,20027,26098,18319,24020,8245,5705,11358,5303,570,ICA
X572,36956,44491,32218,40244,7214,4651,10873,3507,572,ICA
X574,47423,63814,47719,59919,9435,6807,13876,5354,574,ICA
X576,34418,47444,29138,39951,9928,6817,14258,5773,576,ICA
X577,26844,34318,24924,27936,4346,3214,6509,2396,577,ICA
X578,67448,79549,68182,75517,3410,4259,5400,2605,578,ICA
X579,40732,53124,37679,45458,9324,6031,13981,4616,579,ICA
X580,57271,63578,52231,50890,9586,9408,13505,7492,580,ICA
X581,23681,36837,22905,35039,7097,3937,10788,2985,581,ICA
X582,30467,40929,31253,38866,7450,4950,11420,3518,582,ICA
X583,22413,28337,20180,26511,4312,2842,6485,2147,583,ICA
X584,25774,32219,26003,30328,5902,4605,8411,3821,584,ICA
X585,25829,35630,23101,30393,9329,7877,12427,7256,585,ICA
X586,84383,96502,76286,88658,15649,13573,22609,10624,586,ICA
X588,34411,43220,32254,37161,5240,4554,7734,3400,588,ICA
X589,30164,33860,24802,35251,12273,12556,15727,11452,589,ICA
X590,27845,34560,28777,31036,5777,4932,8030,4192,590,ICA
X591,31282,37733,31348,37867,4358,2756,6655,2001,591,ICA
X592,23390,27069,19502,24912,4025,2459,6108,1835,592,ICA
X593,55577,66213,50936,56075,6200,5502,9781,3461,593,ICA
X594,24594,27726,22463,24585,4140,2888,5898,2482,594,ICA
X595,83782,93451,66842,81036,13127,9461,19858,6893,595,ICA
X596,26805,33372,27411,29747,4106,3356,5976,2625,596,ICA
X597,28128,33651,28984,32870,5103,4225,7302,3416,597,ICA
X599,55241,66397,49073,53858,7479,4759,11312,3559,599,ICA
X600,38924,51080,34994,48666,8045,6923,11555,5498,600,ICA
X601,25238,32754,25636,28735,4989,3580,7389,2768,601,ICA
X602,34009,43219,34829,37764,7409,5272,10629,4428,602,ICA
X603,34644,47580,35573,45268,12525,9290,17241,8434,603,ICA
X605,37861,53382,37985,47423,9674,7586,13762,6310,605,ICA
X606,30768,37993,27998,33929,5446,3107,8272,2347,606,ICA
X607,17203,27071,15780,25465,6179,3725,9476,2689,607,ICA
X608,45868,64129,45278,64747,13030,9738,18760,7995,608,ICA
X609,26940,30643,23819,27048,4025,2658,5779,2280,609,ICA
X610,20199,27687,18668,23855,5301,3352,7863,2665,610,ICA
X613,32919,39276,31528,35777,5787,4060,8969,2760,613,ICA
X614,40206,41105,35472,37098,5065,4364,7776,2965,614,ICA
X615,47478,62302,47221,55958,10015,6650,15074,5003,615,ICA
X616,44564,51555,39347,45773,7387,4562,11290,3317,616,ICA
X617,37724,44589,31812,40573,7449,5549,10927,4358,617,ICA
X618,39976,50907,40311,43977,8180,6689,11440,5693,618,ICA
X621,32190,40588,27625,33184,7125,4671,10381,3866,621,ICA
X622,23992,29414,22735,27423,3601,2990,5426,2143,622,ICA
X623,32362,41575,33410,40558,5783,4034,8684,3022,623,ICA
X624,36489,43628,33306,40556,6166,4122,9443,2934,624,ICA
X625,32422,40329,28945,37000,7944,5006,11622,4145,625,ICA
X626,49891,64629,43517,62203,9759,6679,15167,4515,626,ICA
X627,34579,45825,38501,42323,9220,7478,12600,6673,627,ICA
X628,31668,38443,28796,38329,6122,4148,9119,3202,628,ICA
X630,32005,37989,30401,38088,7836,5283,11960,3795,630,ICA
X631,30513,37535,26851,31052,6138,5137,8579,4346,631,ICA
X632,41813,50546,38349,41545,7029,5465,9909,4647,632,ICA
X634,35057,46742,31786,43510,9592,7405,14013,5821,634,ICA
X635,29041,40874,27195,40911,8638,6103,12903,4628,635,ICA
X639,22112,27851,20230,26645,5758,3640,8562,2872,639,ICA
X640,62545,79095,58463,66128,13636,9838,19706,8087,640,ICA
X641,25097,34955,24416,32740,6700,4355,10358,3019,641,ICA
X642,16933,20966,16280,18087,3653,2348,5466,1811,642,ICA
X643,42582,51979,37228,47857,7323,5013,11353,3417,643,ICA
X645,52398,69854,51034,80563,12559,7785,18621,6230,645,ICA
X647,30997,41237,26948,37678,6051,4474,9035,3362,647,ICA
X648,34164,46539,31489,35924,6812,4644,10041,3686,648,ICA
X649,17477,24681,16117,22856,4798,3432,7122,2640,649,ICA
X651,38055,46590,36248,40712,7446,4739,10974,3831,651,ICA
X652,34896,46140,32226,46163,9641,7013,14082,5602,652,ICA
X653,30291,37653,28445,36562,6348,4386,9446,3379,653,ICA
X654,35994,44718,30792,43287,9789,6971,13993,5905,654,ICA
X655,43497,57667,38396,54786,15773,13701,21086,12418,655,ICA
X656,16812,21684,16257,19595,3474,2485,4921,2147,656,ICA
X657,28764,37369,25236,35394,10320,8022,14356,7015,657,ICA
X658,29850,40842,27788,33046,7508,5296,11081,4151,658,ICA
X659,27536,35674,27488,32058,6504,4005,9885,2969,659,ICA
X661,39182,49291,40120,35440,6580,4840,9390,4075,661,ICA
X662,38972,51584,31712,48112,11207,6793,17072,5015,662,ICA
X663,32185,40288,35266,37669,11422,12111,13809,11733,663,ICA
X664,26598,35574,24510,33918,7299,5805,10234,4958,664,ICA
X665,40549,53093,40698,49812,9106,5395,13938,3935,665,ICA
X666,32804,49347,35824,52646,9736,7270,14190,5798,666,ICA
X667,45495,60732,40409,53936,9967,6797,14862,5223,667,ICA
X668,48193,60747,43985,52637,9586,6625,14048,5320,668,ICA
X672,45280,53999,43621,48167,8094,6770,12314,4730,672,ICA
X673,41325,53679,42415,55411,10904,10112,14722,8815,673,ICA
X674,41821,49710,37819,50034,7751,6285,11523,4681,674,ICA
X675,18179,26269,16010,23477,8366,6143,11433,5679,675,ICA
X676,61965,69670,63498,58869,16050,17982,18800,17654,676,ICA
X678,37942,49113,35776,45442,9548,7359,13520,6215,678,ICA
X679,53105,65544,49528,55409,9451,6637,13882,5275,679,ICA
X680,30676,33303,28189,32909,2931,2513,4681,1529,680,ICA
X681,20903,27117,24862,24582,4545,4606,6126,3914,681,ICA
X682,72826,86925,64976,74464,12119,7457,17838,6110,682,ICA
X683,40363,53847,37974,46813,13972,10152,19455,9063,683,ICA
X685,25196,33973,27660,39270,15931,12379,20967,12016,685,ICA
X686,32079,41685,28267,40365,8019,5356,12086,4008,686,ICA
X687,47945,59373,44611,52057,11641,9366,15804,8486,687,ICA
X688,18614,24690,16464,23395,4059,2743,6268,1898,688,ICA
X689,34509,46322,34002,38937,8519,5925,12480,4754,689,ICA
X690,27791,34914,27627,32013,6609,4360,9527,3704,690,ICA
X691,38943,58508,38944,46448,8408,5189,12801,3823,691,ICA
X692,35052,40842,27955,38031,8594,4888,12907,3841,692,ICA
X693,26818,47209,29059,45448,12364,7787,18307,6230,693,ICA
X695,23626,41430,25767,38029,8701,5419,12717,4514,695,ICA
X696,48698,60865,47483,55685,9623,8304,13430,6979,696,ICA
X697,56828,71547,50532,61360,13788,10027,19535,8613,697,ICA
X698,100638,108610,86717,85088,14863,11496,20077,10666,698,ICA
X699,41088,50699,40730,49923,9564,6941,13590,5925,699,ICA
X700,23915,31842,23434,28600,7112,7150,9480,6196,700,ICA
X703,15940,20790,15150,18504,3919,2373,5849,1872,703,ICA
X704,59708,74551,55174,58750,11369,8963,15973,7643,704,ICA
X705,41292,53339,36154,48410,10177,6642,14850,5483,705,ICA
X707,46222,54378,41374,52272,9325,7003,13428,5739,707,ICA
X708,33579,38280,29639,34150,11433,10384,14484,10064,708,ICA
X709,57615,67793,53966,56309,10356,6795,14826,5885,709,ICA
X713,48306,62116,39049,51130,15476,12253,21393,10785,713,ICA
X714,26163,35354,27929,32808,7530,7281,9881,6547,714,ICA
X715,31213,43520,29002,42688,8060,5463,12045,4177,715,ICA
X717,24923,36815,21752,34723,9424,6583,13574,5507,717,ICA
X718,38923,50150,39011,44850,6654,4098,10132,3020,718,ICA
X720,38100,49142,36563,45639,5999,4265,9345,2847,720,ICA
X721,45113,52659,39105,41602,5689,4491,8518,3304,721,ICA
X722,42614,45701,41797,43878,7167,4807,11101,3295,722,ICA
X723,41558,54423,41631,53640,11610,10567,15313,9632,723,ICA
X724,38848,42408,34003,35609,6247,5389,8803,4445,724,ICA
X725,32969,40853,28949,33585,3623,3165,5680,2028,725,ICA
X726,57643,73684,51324,70152,13949,10087,21001,7445,726,ICA
X727,25054,30626,24842,29756,5053,3405,7394,2765,727,ICA
X728,29930,35545,28847,32516,4418,3543,6382,2831,728,ICA
X729,54427,71342,50648,64089,13719,10239,19486,8673,729,ICA
X730,38286,50310,34317,40555,13103,11049,17498,10139,730,ICA
X731,48679,61387,39232,51642,10063,6066,15288,4525,731,ICA
X732,57315,59475,60395,62618,2935,3685,4899,2005,732,ICA
X733,98699,102273,93957,91813,7619,7744,10242,6602,733,ICA
X734,26562,35130,21377,31213,10256,6678,14651,5829,734,ICA
X735,26339,37129,24910,35568,8282,5783,12322,4446,735,ICA
X737,32141,41074,28515,38760,7890,5628,11523,4521,737,ICA
X738,47855,54452,42817,47075,9127,6921,12981,5817,738,ICA
X740,41758,51730,41525,47634,9267,6613,13232,5612,740,ICA
X741,42916,55829,44679,49080,10950,9037,14904,8078,741,ICA
X742,42300,53794,37666,48355,10249,7366,14608,6264,742,ICA
X743,19831,26199,17214,26046,5237,3777,7645,3027,743,ICA
X745,37777,50867,33075,50916,10003,6375,15069,4828,745,ICA
X746,35469,45899,32297,42912,11136,9617,15142,8480,746,ICA
X747,43789,52022,40232,50696,8453,6740,12662,4943,747,ICA
X748,28662,37934,26474,33854,7180,4804,10533,3881,748,ICA
X749,24405,30464,23435,29197,7481,5132,10722,4370,749,ICA
X751,20383,25415,19144,22405,4529,2350,6820,1875,751,ICA
X752,22920,34919,22900,35807,7437,4005,11217,3144,752,ICA
X753,41649,52941,38081,46553,10157,6384,15167,4982,753,ICA
X754,38892,46591,33405,45375,12882,10988,18160,9088,754,ICA
X755,63600,68600,55469,61761,9560,7870,13906,6149,755,ICA
X756,91322,110778,83124,100050,15858,13141,23174,10144,756,ICA
X757,36224,46440,35664,44579,10102,8251,13686,7465,757,ICA
X758,26897,33394,26425,31070,4575,3120,6796,2423,758,ICA
X759,36464,47280,32068,49729,10525,7533,15077,6339,759,ICA
X760,49171,51444,47553,40919,3495,2697,5045,2182,760,ICA
X761,49308,61681,41801,52005,8950,5663,12994,4782,761,ICA
X762,21340,29857,21214,29949,6608,5497,8911,4983,762,ICA
X763,33663,41164,31027,38359,5125,4058,7826,2832,763,ICA
X764,21812,25807,21200,26597,5714,5631,7496,5033,764,ICA
X765,44714,56254,46372,56919,7587,6248,11062,4856,765,ICA
X767,32117,43142,31067,36704,5309,3907,8242,2625,767,ICA
X768,71529,93392,60946,82102,14614,10759,21576,8337,768,ICA
X769,78653,92098,77607,70462,12367,13666,14891,13088,769,ICA
X770,23158,33661,21968,32928,7527,4959,11213,3853,770,ICA
X772,22418,27057,21305,23308,5433,4989,7081,4618,772,ICA
X773,28635,31997,27783,30832,7903,5589,10486,5553,773,ICA
X774,29749,35037,27525,29129,3839,2529,5823,1862,774,ICA
X776,22709,34840,23428,28939,5712,3923,8355,3171,776,ICA
X777,23222,28252,23254,27989,6678,6245,8791,5654,777,ICA
X779,36843,46559,33633,44402,10032,7440,14820,5746,779,ICA
X780,34110,43327,29938,42223,8157,5643,12219,4265,780,ICA
X781,25003,29089,21545,28725,7187,4875,10536,3931,781,ICA
X782,31012,35545,29187,33301,6862,5959,9496,5079,782,ICA
X783,39612,46155,36013,40732,6298,5041,9198,3930,783,ICA
X784,32809,43505,30980,40854,7272,4603,11202,3245,784,ICA
X785,35257,48095,34335,50355,13447,11649,17765,10781,785,ICA
X786,17152,23200,12543,19507,4408,2744,6590,2139,786,ICA
X787,58263,66313,50748,61622,10928,8706,15871,6884,787,ICA
X788,101915,121037,89204,92820,15400,10254,22392,8495,788,ICA
X789,22531,23383,23858,22008,2473,2822,3036,2611,789,ICA
X790,39968,51438,39850,43706,6349,4758,9478,3568,790,ICA
X791,43470,56520,39272,52676,12647,10617,17080,9569,791,ICA
X792,33800,47693,31029,44837,10146,6295,15218,4863,792,ICA
X793,21980,34906,21115,31750,7959,5482,11590,4480,793,ICA
X794,20208,19738,18784,17505,2066,2080,2643,1912,794,ICA
X795,20178,30379,18344,28418,7143,4378,10623,3483,795,ICA
X796,38703,49125,36705,48516,10163,7763,14377,6589,796,ICA
X798,39551,50127,33749,45645,9181,6219,13803,4673,798,ICA
X799,54492,61497,49549,55674,9615,7541,13705,6245,799,ICA
X800,24254,32550,22858,28657,7506,5599,10497,4908,800,ICA
X801,28019,36456,30403,38405,4992,4250,7378,3177,801,ICA
X802,35657,49271,33359,44657,7691,5168,11529,3924,802,ICA
X803,30681,40242,27511,34929,7873,5741,11378,4704,803,ICA
X807,55817,63350,54863,55048,8117,5636,11746,4669,807,ICA
X808,42731,48961,37363,49486,8422,6127,12262,4933,808,ICA
X809,45014,66600,43138,56693,12856,8077,19264,6239,809,ICA
X810,32352,38513,31219,33477,4866,3295,7490,2302,810,ICA
X811,23883,26107,22524,24777,2488,2032,3904,1306,811,ICA
X812,34964,41711,31151,38508,6910,4202,10389,3236,812,ICA
X813,33965,38421,32967,37134,5054,3356,7346,2784,813,ICA
X814,47703,58040,41328,52619,9945,6941,14909,5226,814,ICA
X816,27070,29147,22014,26042,6435,4322,9014,3914,816,ICA
X817,118167,135968,110153,114006,25102,19110,33967,17775,817,ICA
X818,31625,40098,28909,35122,11280,8550,15670,7560,818,ICA
X819,33239,41454,28851,33564,4582,3187,7032,2238,819,ICA
X821,35883,45602,34983,41577,6420,4036,9674,3062,821,ICA
X822,38216,53157,35723,49754,8820,6623,13531,4599,822,ICA
X823,31187,42585,28823,35515,6716,5892,9559,4742,823,ICA
X824,41900,51696,35745,41361,11044,10724,14788,9334,824,ICA
X826,47108,55432,42757,49293,8443,6297,12262,5067,826,ICA
X827,97438,99713,92937,81729,12690,14271,16084,12773,827,ICA
X828,28084,33979,24538,33974,6253,4712,9094,3769,828,ICA
X829,29634,39209,29165,36912,5947,3817,9092,2753,829,ICA
X830,33962,40247,30549,41914,8399,6517,11950,5436,830,ICA
X831,62518,81359,56347,76084,16144,10311,23658,8463,831,ICA
X832,36121,42739,33588,43775,6396,3900,9752,2867,832,ICA
X833,27387,36803,26507,33541,5960,3793,9061,2790,833,ICA
X834,32039,41215,28875,35005,5840,3523,8811,2688,834,ICA
X835,26451,36201,25874,32295,7162,5115,10069,4497,835,ICA
X836,32638,41183,31599,37436,7660,5057,11088,4250,836,ICA
X837,22708,24703,21044,23390,8255,8458,10060,8227,837,ICA
X838,45654,54995,42302,48552,11760,9562,16031,8568,838,ICA
X839,18612,26311,17240,24720,7545,5800,10581,5005,839,ICA
X840,32871,40338,33756,40422,6402,4086,9551,3185,840,ICA
X841,13504,17488,12902,15720,3821,2772,5605,2193,841,ICA
X843,52980,67719,46940,52336,11481,8991,16232,7581,843,ICA
X844,20023,27373,17319,26517,5091,2997,7622,2359,844,ICA
X845,28979,34062,28253,28245,3955,3229,5727,2554,845,ICA
X846,44542,60680,43295,57429,11363,7851,16768,6189,846,ICA
X847,34576,41750,31592,41782,5686,4367,8897,2848,847,ICA
X848,31906,47469,36261,49599,7491,6430,10575,5294,848,ICA
X849,43402,55879,43697,51642,8858,6815,12714,5589,849,ICA
X850,29930,42690,27838,37325,9187,6612,13067,5648,850,ICA
X852,20346,30940,22308,27856,4751,3283,7262,2337,852,ICA
X853,51367,65606,51090,63215,9302,7208,13602,5648,853,ICA
X854,32564,40380,30206,32550,7787,5397,11490,4253,854,ICA
X855,30880,40793,30580,43141,7438,5272,10680,4424,855,ICA
X856,39806,49948,36639,42755,6852,4294,10219,3367,856,ICA
X857,42815,53711,46197,49943,9024,8091,12287,7030,857,ICA
X860,36229,43649,32471,39566,8079,7254,11059,6241,860,ICA
X861,20812,24945,21654,24527,5421,5608,7075,4966,861,ICA
X862,45439,57443,41714,50083,7391,6499,10947,4802,862,ICA
X863,52460,61712,51265,58540,4603,4456,7280,2768,863,ICA
X864,23771,29182,21955,30346,3983,2116,5913,1761,864,ICA
X865,41878,50579,41712,43209,9899,7442,13620,6729,865,ICA
X866,35533,46947,37567,44820,8963,6848,12844,5648,866,ICA
X867,29598,35924,29982,35493,2849,3117,4430,1999,867,ICA
X868,51929,62687,54642,55686,7481,4328,11364,3259,868,ICA
X869,25314,41105,26937,38346,7759,5013,11655,3818,869,ICA
X870,39021,45332,37717,37530,4964,2755,7372,2262,870,ICA
X871,34790,46477,37960,41467,8243,8178,10892,7213,871,ICA
X872,38872,46852,35736,42893,9010,6859,13002,5572,872,ICA
X873,22191,22538,18068,20126,3092,2190,4615,1663,873,ICA
X874,26558,31099,26713,27124,5304,4107,7387,3588,874,ICA
X875,23606,32893,24169,29932,6092,3973,9167,3003,875,ICA
X876,100142,24633,0,0,13634,9827,20055,7729,876,ICA
X877,38021,45161,35952,39501,3507,3267,5717,1864,877,ICA
X878,44159,54369,39671,53011,9772,7128,14340,5623,878,ICA
X880,42949,52717,43132,53771,8340,6588,11633,5699,880,ICA
X881,19946,26970,18059,27434,5959,4102,8711,3320,881,ICA
X882,33766,39875,31170,34458,10205,6948,13616,6937,882,ICA
X883,23527,29055,22653,25232,4121,2546,6192,1958,883,ICA
X885,31552,36146,29454,30873,9939,9165,12723,8700,885,ICA
X886,37035,44282,31102,38148,7532,5581,10769,4667,886,ICA
X887,35384,48357,34102,43545,7272,4620,11213,3243,887,ICA
X888,48759,60819,43689,51178,10057,8786,13581,7811,888,ICA
X889,21531,27447,18918,27372,4779,3433,7038,2695,889,ICA
X891,40269,46875,37639,45522,5424,4146,8352,2840,891,ICA
X892,38758,49481,34333,46493,8908,5961,13571,4313,892,ICA
X894,41585,57772,37588,52458,11047,6599,16653,5061,894,ICA
X895,54965,66624,56963,63706,9989,7649,13944,6675,895,ICA
X896,41988,47758,38971,40577,3765,3505,6027,2110,896,ICA
X897,16539,22041,17529,19425,2316,2118,3574,1409,897,ICA
X898,36546,47060,29456,43962,9092,5710,13777,4258,898,ICA
X899,26651,32327,23175,32410,7242,4480,10778,3546,899,ICA
X901,37543,50851,34261,39550,6643,4489,10214,3149,901,ICA
X905,35908,42229,30857,37784,19636,16812,25352,16212,905,ICA
X906,55575,69368,58606,63713,12494,8275,17930,7101,906,ICA
X907,37592,42609,34028,38114,8001,7386,10723,6528,907,ICA
X908,17714,27261,20036,26779,6103,3772,9074,2996,908,ICA
X910,30830,39585,27008,37340,7112,5237,10395,4163,910,ICA
X911,53625,68968,48170,56945,8239,6298,12560,4441,911,ICA
X912,32179,40750,31530,33343,3680,3137,5796,1989,912,ICA
X913,41694,61964,42856,58462,12150,7684,18014,6117,913,ICA
X914,50205,65593,46981,54204,8588,6176,13039,4455,914,ICA
X916,27895,37134,30819,31133,5323,3752,7765,3032,916,ICA
X917,33143,40890,30131,39349,6541,3967,10044,2848,917,ICA
X918,30324,34634,26194,31609,5670,4247,8347,3302,918,ICA
X921,50532,51821,40350,45573,11209,7484,15830,6661,921,ICA
X922,38500,47731,36071,40159,7403,5323,10654,4424,922,ICA
X923,30666,34408,28128,27828,3574,2324,5213,1922,923,ICA
X924,22617,27410,20882,26198,4910,2910,7523,2115,924,ICA
X925,37800,46331,41690,43853,5716,5372,8111,4271,925,ICA
X926,33240,45172,35418,47880,10595,7620,15052,6528,926,ICA
X927,32089,42860,30867,37032,8464,5754,12349,4695,927,ICA
X928,38081,53444,34781,54000,12502,8777,17986,7353,928,ICA
X929,31989,39537,29559,34970,4714,3608,7077,2652,929,ICA
X930,37042,42639,32821,39151,7118,5463,10457,4243,930,ICA
X931,28696,33810,33482,33959,722,1767,1386,816,931,ICA
X933,41466,46946,37257,46588,7326,5732,10940,4254,933,ICA
X934,35104,42837,33458,38626,7334,5016,10862,3926,934,ICA
X935,31933,41589,28498,36829,5053,4454,7575,3198,935,ICA
X936,34522,42216,32924,37805,8590,5617,12115,5052,936,ICA
X937,37069,53556,38041,43428,9550,6748,13629,5753,937,ICA
X938,51182,61708,53004,57148,8324,5488,12353,4310,938,ICA
X939,30354,39098,28189,34237,6667,4498,9800,3606,939,ICA
X940,43646,49999,37108,46107,8963,7583,12692,6230,940,ICA
X942,31430,44712,34122,40338,8005,5998,11394,5051,942,ICA
X943,38413,48850,37828,38659,6320,5281,9155,4149,943,ICA
X944,37139,44121,38335,46656,7591,7278,11249,5280,944,ICA
X945,23829,29008,21868,24419,2645,2188,4229,1327,945,ICA
X946,22236,28842,21695,26462,4415,2633,6569,2106,946,ICA
X947,38961,49578,39962,46728,8285,6118,12021,4948,947,ICA
X948,57562,60456,58082,54289,10133,11918,11802,11543,948,ICA
X949,27719,39093,23355,34263,6945,3973,10497,3052,949,ICA
X950,28551,38671,30765,40980,6142,3731,9225,2884,950,ICA
X951,39726,53344,36304,45191,10737,8292,14962,7240,951,ICA
X953,28277,36408,26335,34019,6587,4674,9691,3689,953,ICA
X954,34600,43136,29306,38908,9188,6013,13550,4818,954,ICA
X955,25429,33568,24131,30147,8738,7733,11765,6880,955,ICA
X956,17016,19146,13603,19440,5468,4574,7435,4078,956,ICA
X957,42157,51388,36864,50705,10704,7644,15416,6354,957,ICA
X958,20785,23758,20095,20161,5724,4587,7518,4415,958,ICA
X959,38372,47497,36011,43660,6539,3966,9739,3149,959,ICA
X960,34466,48780,37825,46499,8663,6234,12624,5023,960,ICA
X961,33249,42594,31448,37586,6337,4640,9305,3651,961,ICA
X962,31636,44168,29059,40013,10093,7158,14545,5953,962,ICA
X963,56397,76059,50494,76620,14533,9976,21662,7661,963,ICA
X964,45513,58986,46253,59148,9561,6349,14616,4551,964,ICA
X965,40707,55196,41450,51140,8554,6394,13350,4217,965,ICA
X966,25695,30089,22866,26360,4538,2986,6541,2539,966,ICA
X967,43135,51056,37021,46384,11155,8563,15313,7722,967,ICA
X968,42472,45408,36932,41760,7690,5741,10905,4882,968,ICA
X969,19326,25961,21525,25743,6092,6076,7903,5497,969,ICA
X970,15184,18885,13916,14986,4159,2395,6019,2103,970,ICA
X971,46685,60944,42600,55347,8881,6168,13367,4596,971,ICA
X972,16789,22059,15511,22247,5084,3653,7378,2976,972,ICA
X973,35442,44198,32268,40703,12228,11312,15971,10407,973,ICA
X975,37373,49501,35205,44145,7745,5371,11571,4089,975,ICA
X976,35079,45446,31984,41577,8796,5838,12945,4685,976,ICA
X978,41246,47088,34483,43350,9765,7974,13657,6788,978,ICA
X979,34540,42113,31103,39903,9962,7397,14079,6347,979,ICA
X980,29150,40928,30861,39215,7664,4608,11545,3537,980,ICA
X981,37632,46876,34297,45323,7793,5771,11683,4289,981,ICA
X982,44380,56663,40741,52717,10644,8081,15313,6618,982,ICA
X983,41622,56448,37790,52363,21059,17723,28124,16275,983,ICA
X984,27683,40486,28984,42697,9514,7093,13715,5810,984,ICA
X985,43189,59761,43891,54618,7388,5576,11101,4101,985,ICA
X986,25611,31532,22249,29221,16459,12887,21408,12726,986,ICA
X987,35317,43333,31743,40874,6336,3790,9604,2854,987,ICA
X988,31268,31585,26649,25210,3283,2737,4923,1985,988,ICA
X990,33651,43621,31595,39014,7248,5119,10805,3904,990,ICA
X991,31702,37137,29633,30926,5861,3650,8564,3044,991,ICA
X992,26961,34347,22305,29229,5669,3305,8360,2735,992,ICA
X993,39711,51500,36527,48755,7730,5096,11824,3651,993,ICA
X994,20769,35077,21664,32588,8086,5593,11479,4860,994,ICA
X995,54124,61762,45761,54777,11594,9468,16316,7960,995,ICA
X996,34608,47877,33637,47301,11242,8677,15537,7705,996,ICA
X997,24643,34030,24144,33383,6835,4409,10236,3390,997,ICA
X998,23700,29584,24574,27770,4014,2812,5758,2374,998,ICA
